IDS_PROPMOVER_TXT_000000	Défaut
IDS_PROPMOVER_TXT_001171	
IDS_PROPMOVER_TXT_001172	Jeune Catsy
IDS_PROPMOVER_TXT_001173	
IDS_PROPMOVER_TXT_001174	Catsy
IDS_PROPMOVER_TXT_001175	
IDS_PROPMOVER_TXT_001176	Capitaine Catsy
IDS_PROPMOVER_TXT_001177	
IDS_PROPMOVER_TXT_001178	Géant Catsy
IDS_PROPMOVER_TXT_001179	
IDS_PROPMOVER_TXT_001180	Jeune Nymphe
IDS_PROPMOVER_TXT_001181	
IDS_PROPMOVER_TXT_001182	Nymphe
IDS_PROPMOVER_TXT_001183	
IDS_PROPMOVER_TXT_001184	Capitaine Nymphe
IDS_PROPMOVER_TXT_001185	
IDS_PROPMOVER_TXT_001186	Malphas
IDS_PROPMOVER_TXT_001187	
IDS_PROPMOVER_TXT_001188	Rangda
IDS_PROPMOVER_TXT_001189	
IDS_PROPMOVER_TXT_001190	Rangda l'Horrible
IDS_PROPMOVER_TXT_001191	
IDS_PROPMOVER_TXT_001192	Rangda l'Etrange
IDS_PROPMOVER_TXT_001193	
IDS_PROPMOVER_TXT_001194	Rangda l'Effroyable
IDS_PROPMOVER_TXT_001195	
IDS_PROPMOVER_TXT_001196	Bébé Yeti
IDS_PROPMOVER_TXT_001197	
IDS_PROPMOVER_TXT_001198	Catsy Mutant
IDS_PROPMOVER_TXT_001199	
IDS_PROPMOVER_TXT_001200	Hoppy Mutant
IDS_PROPMOVER_TXT_001201	
IDS_PROPMOVER_TXT_001202	Polleburk Mutant
IDS_PROPMOVER_TXT_001203	
IDS_PROPMOVER_TXT_001204	Abraxas Mutant
IDS_PROPMOVER_TXT_001205	
IDS_PROPMOVER_TXT_001206	Hague Mutant
IDS_PROPMOVER_TXT_001207	
IDS_PROPMOVER_TXT_001208	Tote Mutant
IDS_PROPMOVER_TXT_001209	
IDS_PROPMOVER_TXT_001210	Knum Mutant
IDS_PROPMOVER_TXT_001211	
IDS_PROPMOVER_TXT_001212	Dantalian Mutant
IDS_PROPMOVER_TXT_001213	
IDS_PROPMOVER_TXT_001214	Ganessa Mutant
IDS_PROPMOVER_TXT_001215	
IDS_PROPMOVER_TXT_001216	Asuras Mutant
IDS_PROPMOVER_TXT_001217	
IDS_PROPMOVER_TXT_001218	Chevalier 2
IDS_PROPMOVER_TXT_001219	
IDS_PROPMOVER_TXT_001220	Chevalier 1
IDS_PROPMOVER_TXT_001221	
IDS_PROPMOVER_TXT_001222	Chancelier
IDS_PROPMOVER_TXT_001223	
IDS_PROPMOVER_TXT_001224	Dame de Glace
IDS_PROPMOVER_TXT_001225	
IDS_PROPMOVER_TXT_001226	Jeune Langoustroy
IDS_PROPMOVER_TXT_001227	
IDS_PROPMOVER_TXT_001228	Langoustroy
IDS_PROPMOVER_TXT_001229	
IDS_PROPMOVER_TXT_001230	Capitaine Langoustroy
IDS_PROPMOVER_TXT_001231	
IDS_PROPMOVER_TXT_001232	Jeune Craken
IDS_PROPMOVER_TXT_001233	
IDS_PROPMOVER_TXT_001234	Craken
IDS_PROPMOVER_TXT_001235	
IDS_PROPMOVER_TXT_001236	Capitaine Craken
IDS_PROPMOVER_TXT_001237	
IDS_PROPMOVER_TXT_001238	Jeune Pincedure
IDS_PROPMOVER_TXT_001239	
IDS_PROPMOVER_TXT_001240	Pincedure
IDS_PROPMOVER_TXT_001241	
IDS_PROPMOVER_TXT_001242	Capitaine Pincedure
IDS_PROPMOVER_TXT_001243	
IDS_PROPMOVER_TXT_001244	Jeune Nagaro
IDS_PROPMOVER_TXT_001245	
IDS_PROPMOVER_TXT_001246	Nagaro
IDS_PROPMOVER_TXT_001247	
IDS_PROPMOVER_TXT_001248	Capitaine Nagaro
IDS_PROPMOVER_TXT_001249	
IDS_PROPMOVER_TXT_001250	Jeune Artrox
IDS_PROPMOVER_TXT_001251	
IDS_PROPMOVER_TXT_001252	Artrox
IDS_PROPMOVER_TXT_001253	
IDS_PROPMOVER_TXT_001254	Capitaine Artrox
IDS_PROPMOVER_TXT_001255	
IDS_PROPMOVER_TXT_001256	Jeune Okéan
IDS_PROPMOVER_TXT_001257	
IDS_PROPMOVER_TXT_001258	Okéan
IDS_PROPMOVER_TXT_001259	
IDS_PROPMOVER_TXT_001260	Capitaine Okéan
IDS_PROPMOVER_TXT_001261	
IDS_PROPMOVER_TXT_001262	Jeune Taiga
IDS_PROPMOVER_TXT_001263	
IDS_PROPMOVER_TXT_001264	Taiga
IDS_PROPMOVER_TXT_001265	
IDS_PROPMOVER_TXT_001266	Capitaine Taiga
IDS_PROPMOVER_TXT_001267	
IDS_PROPMOVER_TXT_001268	Jeune Dorian
IDS_PROPMOVER_TXT_001269	
IDS_PROPMOVER_TXT_001270	Dorian
IDS_PROPMOVER_TXT_001271	
IDS_PROPMOVER_TXT_001272	Capitaine Dorian
IDS_PROPMOVER_TXT_001273	
IDS_PROPMOVER_TXT_001274	Jeune Merel
IDS_PROPMOVER_TXT_001275	
IDS_PROPMOVER_TXT_001276	Merel
IDS_PROPMOVER_TXT_001277	
IDS_PROPMOVER_TXT_001278	Capitaine Merel
IDS_PROPMOVER_TXT_001279	
IDS_PROPMOVER_TXT_001280	[Arc-en-ciel] Rouge
IDS_PROPMOVER_TXT_001281	
IDS_PROPMOVER_TXT_001282	[Arc-en-ciel] Orange
IDS_PROPMOVER_TXT_001283	
IDS_PROPMOVER_TXT_001284	[Arc-en-ciel] Jaune
IDS_PROPMOVER_TXT_001285	
IDS_PROPMOVER_TXT_001286	[Arc-en-ciel] Vert
IDS_PROPMOVER_TXT_001287	
IDS_PROPMOVER_TXT_001288	[Arc-en-ciel] Bleu
IDS_PROPMOVER_TXT_001289	
IDS_PROPMOVER_TXT_001290	[Arc-en-ciel] Indigo
IDS_PROPMOVER_TXT_001291	
IDS_PROPMOVER_TXT_001292	[Arc-en-ciel] Violet
IDS_PROPMOVER_TXT_001293	
IDS_PROPMOVER_TXT_001294	Organisateur de la Course Arc-en-ciel
IDS_PROPMOVER_TXT_001295	
IDS_PROPMOVER_TXT_001296	
IDS_PROPMOVER_TXT_001297	
IDS_PROPMOVER_TXT_001298	Garde de la cité
IDS_PROPMOVER_TXT_001299	
IDS_PROPMOVER_TXT_001300	[Intendant des Guerres de Guildes] Franky
IDS_PROPMOVER_TXT_001301	
IDS_PROPMOVER_TXT_001302	[Intendant des Guerres de Guildes] Donaris
IDS_PROPMOVER_TXT_001303	
IDS_PROPMOVER_TXT_001304	[Chef de l'Arène de l'Apocalypse] Marco
IDS_PROPMOVER_TXT_001305	
IDS_PROPMOVER_TXT_001306	[Chef de l'Arène de l'Apocalypse] Bertha
IDS_PROPMOVER_TXT_001307	
IDS_PROPMOVER_TXT_001308	[Chef de l'Arène] Ray
IDS_PROPMOVER_TXT_001309	
IDS_PROPMOVER_TXT_001310	Maire
IDS_PROPMOVER_TXT_001311	
IDS_PROPMOVER_TXT_001312	Charlie
IDS_PROPMOVER_TXT_001313	
IDS_PROPMOVER_TXT_001314	Bébé Hiver
IDS_PROPMOVER_TXT_001315	
IDS_PROPMOVER_TXT_001316	Papa Hiver
IDS_PROPMOVER_TXT_001317	
IDS_PROPMOVER_TXT_001318	Bébé Bulldog
IDS_PROPMOVER_TXT_001319	
IDS_PROPMOVER_TXT_001320	Fantôme farceur
IDS_PROPMOVER_TXT_001321	
IDS_PROPMOVER_TXT_001322	Lion chinois
IDS_PROPMOVER_TXT_001323	
IDS_PROPMOVER_TXT_001324	Maitre hibou
IDS_PROPMOVER_TXT_001325	
IDS_PROPMOVER_TXT_001326	Poupée Halloween
IDS_PROPMOVER_TXT_001327	
IDS_PROPMOVER_TXT_001328	Robot d'Erons
IDS_PROPMOVER_TXT_001329	
IDS_PROPMOVER_TXT_001330	Petit Bang
IDS_PROPMOVER_TXT_001331	
IDS_PROPMOVER_TXT_001332	Bébé Panda
IDS_PROPMOVER_TXT_001333	
IDS_PROPMOVER_TXT_001334	Bébé Taiga
IDS_PROPMOVER_TXT_001335	
IDS_PROPMOVER_TXT_001336	Bébé Taiga
IDS_PROPMOVER_TXT_001337	
IDS_PROPMOVER_TXT_001338	Bébé Taiga
IDS_PROPMOVER_TXT_001339	
IDS_PROPMOVER_TXT_001340	Jeune Crokenfer
IDS_PROPMOVER_TXT_001341	
IDS_PROPMOVER_TXT_001342	Crokenfer
IDS_PROPMOVER_TXT_001343	
IDS_PROPMOVER_TXT_001344	Capitaine Crokenfer
IDS_PROPMOVER_TXT_001345	
IDS_PROPMOVER_TXT_001346	Géant Crokenfer
IDS_PROPMOVER_TXT_001347	
IDS_PROPMOVER_TXT_001348	Jeune Mygaléon
IDS_PROPMOVER_TXT_001349	
IDS_PROPMOVER_TXT_001350	Mygaléon
IDS_PROPMOVER_TXT_001351	
IDS_PROPMOVER_TXT_001352	Capitaine Mygaléon
IDS_PROPMOVER_TXT_001353	
IDS_PROPMOVER_TXT_001354	Géant Mygaléon
IDS_PROPMOVER_TXT_001355	
IDS_PROPMOVER_TXT_001356	Jeune Crapisson
IDS_PROPMOVER_TXT_001357	
IDS_PROPMOVER_TXT_001358	Crapisson
IDS_PROPMOVER_TXT_001359	
IDS_PROPMOVER_TXT_001360	Capitaine Crapisson
IDS_PROPMOVER_TXT_001361	
IDS_PROPMOVER_TXT_001362	Géant Crapisson
IDS_PROPMOVER_TXT_001363	
IDS_PROPMOVER_TXT_001364	Jeune Macoodoo
IDS_PROPMOVER_TXT_001365	
IDS_PROPMOVER_TXT_001366	Macoodoo
IDS_PROPMOVER_TXT_001367	
IDS_PROPMOVER_TXT_001368	Capitaine Macoodoo
IDS_PROPMOVER_TXT_001369	
IDS_PROPMOVER_TXT_001370	Géant Macoodoo
IDS_PROPMOVER_TXT_001371	
IDS_PROPMOVER_TXT_001372	Jeune Dracognan
IDS_PROPMOVER_TXT_001373	
IDS_PROPMOVER_TXT_001374	Dracognan
IDS_PROPMOVER_TXT_001375	
IDS_PROPMOVER_TXT_001376	Capitaine Dracognan
IDS_PROPMOVER_TXT_001377	
IDS_PROPMOVER_TXT_001378	Géant Dracognan
IDS_PROPMOVER_TXT_001379	
IDS_PROPMOVER_TXT_001380	Jeune Poisifurm
IDS_PROPMOVER_TXT_001381	
IDS_PROPMOVER_TXT_001382	Poisifurm
IDS_PROPMOVER_TXT_001383	
IDS_PROPMOVER_TXT_001384	Capitaine Poisifurm
IDS_PROPMOVER_TXT_001385	
IDS_PROPMOVER_TXT_001386	Géant Poisifurm
IDS_PROPMOVER_TXT_001387	
IDS_PROPMOVER_TXT_001388	Jeune Scolopion
IDS_PROPMOVER_TXT_001389	
IDS_PROPMOVER_TXT_001390	Scolopion
IDS_PROPMOVER_TXT_001391	
IDS_PROPMOVER_TXT_001392	Capitaine Scolopion
IDS_PROPMOVER_TXT_001393	
IDS_PROPMOVER_TXT_001394	Géant Scolopion
IDS_PROPMOVER_TXT_001395	
IDS_PROPMOVER_TXT_001396	Jeune Souricopathe
IDS_PROPMOVER_TXT_001397	
IDS_PROPMOVER_TXT_001398	Souricopathe
IDS_PROPMOVER_TXT_001399	
IDS_PROPMOVER_TXT_001400	Capitaine Souricopathe
IDS_PROPMOVER_TXT_001401	
IDS_PROPMOVER_TXT_001402	Géant Souricopathe
IDS_PROPMOVER_TXT_001403	
IDS_PROPMOVER_TXT_001404	Mordillos
IDS_PROPMOVER_TXT_001405	
IDS_PROPMOVER_TXT_001406	Azranoct
IDS_PROPMOVER_TXT_001407	
IDS_PROPMOVER_TXT_001408	Jeune Poisifurm Maudit
IDS_PROPMOVER_TXT_001409	
IDS_PROPMOVER_TXT_001410	Poisifurm Maudit
IDS_PROPMOVER_TXT_001411	
IDS_PROPMOVER_TXT_001412	Capitaine Poisifurm Maudit
IDS_PROPMOVER_TXT_001413	
IDS_PROPMOVER_TXT_001414	Géant Poisifurm Maudit
IDS_PROPMOVER_TXT_001415	
IDS_PROPMOVER_TXT_001416	Jeune Scolopion Maudit
IDS_PROPMOVER_TXT_001417	
IDS_PROPMOVER_TXT_001418	Scolopion Maudit
IDS_PROPMOVER_TXT_001419	
IDS_PROPMOVER_TXT_001420	Capitaine Scolopion Maudit
IDS_PROPMOVER_TXT_001421	
IDS_PROPMOVER_TXT_001422	Géant Scolopion Maudit
IDS_PROPMOVER_TXT_001423	
IDS_PROPMOVER_TXT_001424	Jeune Souricopathe Maudit
IDS_PROPMOVER_TXT_001425	
IDS_PROPMOVER_TXT_001426	Souricopathe Maudit
IDS_PROPMOVER_TXT_001427	
IDS_PROPMOVER_TXT_001428	Capitaine Souricopathe Maudit
IDS_PROPMOVER_TXT_001429	
IDS_PROPMOVER_TXT_001430	Géant Souricopathe Maudit
IDS_PROPMOVER_TXT_001431	
IDS_PROPMOVER_TXT_001432	Mordillos le Maudit
IDS_PROPMOVER_TXT_001433	
IDS_PROPMOVER_TXT_001434	Azranoct le Maudit
IDS_PROPMOVER_TXT_001435	
IDS_PROPMOVER_TXT_001436	[Assistant de Voyage] Jano
IDS_PROPMOVER_TXT_001437	
IDS_PROPMOVER_TXT_001438	Luca
IDS_PROPMOVER_TXT_001439	
IDS_PROPMOVER_TXT_001440	[Chef d'expédition] Vespu
IDS_PROPMOVER_TXT_001441	
IDS_PROPMOVER_TXT_001442	Lasa
IDS_PROPMOVER_TXT_001443	
IDS_PROPMOVER_TXT_001444	Ryan
IDS_PROPMOVER_TXT_001445	
IDS_PROPMOVER_TXT_001446	Bébé Perroquet
IDS_PROPMOVER_TXT_001447	
IDS_PROPMOVER_TXT_001448	Ete
IDS_PROPMOVER_TXT_001449	
IDS_PROPMOVER_TXT_001450	Tong
IDS_PROPMOVER_TXT_001451	
IDS_PROPMOVER_TXT_001452	Auto Bot
IDS_PROPMOVER_TXT_001453	
IDS_PROPMOVER_TXT_001454	Ms. Vietnam
IDS_PROPMOVER_TXT_001455	
IDS_PROPMOVER_TXT_001456	Mochikochi
IDS_PROPMOVER_TXT_001457	
IDS_PROPMOVER_TXT_001458	[Officier téléporteur] Phénixia
IDS_PROPMOVER_TXT_001459	
IDS_PROPMOVER_TXT_001460	Tanuki courageux
IDS_PROPMOVER_TXT_001461	
IDS_PROPMOVER_TXT_001462	
IDS_PROPMOVER_TXT_001463	
IDS_PROPMOVER_TXT_001464	Sellia
IDS_PROPMOVER_TXT_001465	
IDS_PROPMOVER_TXT_001466	Inisis
IDS_PROPMOVER_TXT_001467	
IDS_PROPMOVER_TXT_001468	Lawolf d'Ishtar
IDS_PROPMOVER_TXT_001469	
IDS_PROPMOVER_TXT_001470	Epéiste d'Ishtar
IDS_PROPMOVER_TXT_001471	
IDS_PROPMOVER_TXT_001472	Lancier d'Ishtar
IDS_PROPMOVER_TXT_001473	
IDS_PROPMOVER_TXT_001474	Mage d'Ishtar
IDS_PROPMOVER_TXT_001475	
IDS_PROPMOVER_TXT_001476	Assassin d'Ishtar
IDS_PROPMOVER_TXT_001477	
IDS_PROPMOVER_TXT_001478	Sapeur d'Ishtar
IDS_PROPMOVER_TXT_001479	
IDS_PROPMOVER_TXT_001480	Général d'Ishtar
IDS_PROPMOVER_TXT_001481	
IDS_PROPMOVER_TXT_001482	Gryphon d'Ishtar
IDS_PROPMOVER_TXT_001483	
IDS_PROPMOVER_TXT_001484	Alchimiste d'Ishtar
IDS_PROPMOVER_TXT_001485	
IDS_PROPMOVER_TXT_001486	Foudre de guerre d'Ishtar
IDS_PROPMOVER_TXT_001487	
IDS_PROPMOVER_TXT_001488	Nécromancien d'Ishtar
IDS_PROPMOVER_TXT_001489	
IDS_PROPMOVER_TXT_001490	Liche d'Ishtar
IDS_PROPMOVER_TXT_001491	
IDS_PROPMOVER_TXT_001492	Mahtolle, Seigneur des Souffrances
IDS_PROPMOVER_TXT_001493	
IDS_PROPMOVER_TXT_001494	[Officier téléporteur] Vénuxia
IDS_PROPMOVER_TXT_001495	
IDS_PROPMOVER_TXT_001496	Père noël
IDS_PROPMOVER_TXT_001497	
IDS_PROPMOVER_TXT_001498	Bonhomme de neige
IDS_PROPMOVER_TXT_001499	
IDS_PROPMOVER_TXT_001500	Bellosia
IDS_PROPMOVER_TXT_001501	
IDS_PROPMOVER_TXT_001502	Loraine
IDS_PROPMOVER_TXT_001503	
IDS_PROPMOVER_TXT_001504	Bébé Mordillos
IDS_PROPMOVER_TXT_001505	
IDS_PROPMOVER_TXT_001506	Artefact des Gryphons
IDS_PROPMOVER_TXT_001507	
IDS_PROPMOVER_TXT_001508	Artefact des Alchimistes
IDS_PROPMOVER_TXT_001509	
IDS_PROPMOVER_TXT_001510	Artefact des Foudres de guerre
IDS_PROPMOVER_TXT_001511	
IDS_PROPMOVER_TXT_001512	Artefact des Nécromanciens
IDS_PROPMOVER_TXT_001513	
IDS_PROPMOVER_TXT_001514	Artefact des Liches
IDS_PROPMOVER_TXT_001515	
IDS_PROPMOVER_TXT_001516	Artefact de Mahtolle
IDS_PROPMOVER_TXT_001517	
IDS_PROPMOVER_TXT_001518	Cobra Géant
IDS_PROPMOVER_TXT_001519	
IDS_PROPMOVER_TXT_001520	Cobra Géant Mutant
IDS_PROPMOVER_TXT_001521	
IDS_PROPMOVER_TXT_001522	Tanuki Géant
IDS_PROPMOVER_TXT_001523	
IDS_PROPMOVER_TXT_001524	Guerrier Tanuki Géant 
IDS_PROPMOVER_TXT_001525	
IDS_PROPMOVER_TXT_001526	Guerrier Tang
IDS_PROPMOVER_TXT_001527	
IDS_PROPMOVER_TXT_001528	Chamane Tang
IDS_PROPMOVER_TXT_001529	
IDS_PROPMOVER_TXT_001530	Remardda
IDS_PROPMOVER_TXT_001531	
IDS_PROPMOVER_TXT_001532	Cobra Enragé
IDS_PROPMOVER_TXT_001533	
IDS_PROPMOVER_TXT_001534	Cobra Mutant Enragé
IDS_PROPMOVER_TXT_001535	
IDS_PROPMOVER_TXT_001536	Tanuki Enragé
IDS_PROPMOVER_TXT_001537	
IDS_PROPMOVER_TXT_001538	Guerrier Tanuki Enragé
IDS_PROPMOVER_TXT_001539	
IDS_PROPMOVER_TXT_001540	Guerrier Tang Enragé
IDS_PROPMOVER_TXT_001541	
IDS_PROPMOVER_TXT_001542	Chamane Tang Enragé
IDS_PROPMOVER_TXT_001543	
IDS_PROPMOVER_TXT_001544	Remardda Enragé
IDS_PROPMOVER_TXT_001545	
IDS_PROPMOVER_TXT_001546	Totem d'eau
IDS_PROPMOVER_TXT_001547	
IDS_PROPMOVER_TXT_001548	Totem de vent
IDS_PROPMOVER_TXT_001549	
IDS_PROPMOVER_TXT_001550	Totem de terre
IDS_PROPMOVER_TXT_001551	
IDS_PROPMOVER_TXT_001552	Totem de feu
IDS_PROPMOVER_TXT_001553	
IDS_PROPMOVER_TXT_001554	Bébé Fenek
IDS_PROPMOVER_TXT_001555	
IDS_PROPMOVER_TXT_001556	Bébé Doberman
IDS_PROPMOVER_TXT_001557	
IDS_PROPMOVER_TXT_001558	Esprit d'Azria
IDS_PROPMOVER_TXT_001559	
IDS_PROPMOVER_TXT_001560	Dr. Koatson
IDS_PROPMOVER_TXT_001561	
IDS_PROPMOVER_TXT_001562	Paddy
IDS_PROPMOVER_TXT_001563	
IDS_PROPMOVER_TXT_001564	Chat du Cheshire
IDS_PROPMOVER_TXT_001565	
IDS_PROPMOVER_TXT_001566	Lapin Blanc
IDS_PROPMOVER_TXT_001567	
IDS_PROPMOVER_TXT_001568	Dinah
IDS_PROPMOVER_TXT_001569	
IDS_PROPMOVER_TXT_001570	Lapin Gardien
IDS_PROPMOVER_TXT_001571	
IDS_PROPMOVER_TXT_001572	Tortue Escrimeuse
IDS_PROPMOVER_TXT_001573	
IDS_PROPMOVER_TXT_001574	Tortue Ninja
IDS_PROPMOVER_TXT_001575	
IDS_PROPMOVER_TXT_001576	Tortue Assassine
IDS_PROPMOVER_TXT_001577	
IDS_PROPMOVER_TXT_001578	Tortue Barbare
IDS_PROPMOVER_TXT_001579	
IDS_PROPMOVER_TXT_001580	Tortue Hoplite
IDS_PROPMOVER_TXT_001581	
IDS_PROPMOVER_TXT_001582	Tortue Tyran
IDS_PROPMOVER_TXT_001583	
IDS_PROPMOVER_TXT_001584	Babario
IDS_PROPMOVER_TXT_001585	
IDS_PROPMOVER_TXT_001586	Dagyde vaudou
IDS_PROPMOVER_TXT_001587	
IDS_PROPMOVER_TXT_001588	Bébé Mochikochi
IDS_PROPMOVER_TXT_001589	
IDS_PROPMOVER_TXT_001590	James Blue
IDS_PROPMOVER_TXT_001591	
IDS_PROPMOVER_TXT_001592	Mécano-serveur
IDS_PROPMOVER_TXT_001593	
IDS_PROPMOVER_TXT_001594	Statue Maudite
IDS_PROPMOVER_TXT_001595	
IDS_PROPMOVER_TXT_001596	[Âme de la mort] Tula
IDS_PROPMOVER_TXT_001597	
IDS_PROPMOVER_TXT_001598	[Âme de la mort] Umtula
IDS_PROPMOVER_TXT_001599	
IDS_PROPMOVER_TXT_001600	[Âme de la mort] Obnis
IDS_PROPMOVER_TXT_001601	
IDS_PROPMOVER_TXT_001602	[Âme de la mort] Bagnis
IDS_PROPMOVER_TXT_001603	
IDS_PROPMOVER_TXT_001604	Garde de Zerkattak
IDS_PROPMOVER_TXT_001605	
IDS_PROPMOVER_TXT_001606	Zerkattak Furieux 
IDS_PROPMOVER_TXT_001607	
IDS_PROPMOVER_TXT_001608	Lawolf des Plaines 
IDS_PROPMOVER_TXT_001609	
IDS_PROPMOVER_TXT_001610	Sentinelle Lycan
IDS_PROPMOVER_TXT_001611	
IDS_PROPMOVER_TXT_001612	Garde Lycan 
IDS_PROPMOVER_TXT_001613	
IDS_PROPMOVER_TXT_001614	Archer Lycan
IDS_PROPMOVER_TXT_001615	
IDS_PROPMOVER_TXT_001616	Magicien Lycan
IDS_PROPMOVER_TXT_001617	
IDS_PROPMOVER_TXT_001618	Guerrier Lycan
IDS_PROPMOVER_TXT_001619	
IDS_PROPMOVER_TXT_001620	Sorcier Lycan 
IDS_PROPMOVER_TXT_001621	
IDS_PROPMOVER_TXT_001622	[Toréador Dumbull] Miguel
IDS_PROPMOVER_TXT_001623	
IDS_PROPMOVER_TXT_001624	Dumbull destructeur
IDS_PROPMOVER_TXT_001625	
IDS_PROPMOVER_TXT_001626	Ruidan
IDS_PROPMOVER_TXT_001627	
IDS_PROPMOVER_TXT_001628	Huntran
IDS_PROPMOVER_TXT_001629	
IDS_PROPMOVER_TXT_001630	Mioran
IDS_PROPMOVER_TXT_001631	
IDS_PROPMOVER_TXT_001632	Mawran
IDS_PROPMOVER_TXT_001633	
IDS_PROPMOVER_TXT_001634	Kanran
IDS_PROPMOVER_TXT_001635	
IDS_PROPMOVER_TXT_001636	Rarbadan
IDS_PROPMOVER_TXT_001637	
IDS_PROPMOVER_TXT_001638	Rergantus
IDS_PROPMOVER_TXT_001639	
IDS_PROPMOVER_TXT_001640	Miriun
IDS_PROPMOVER_TXT_001641	
IDS_PROPMOVER_TXT_001642	Karan
IDS_PROPMOVER_TXT_001643	
IDS_PROPMOVER_TXT_001644	Kuran
IDS_PROPMOVER_TXT_001645	
IDS_PROPMOVER_TXT_001646	Heiran
IDS_PROPMOVER_TXT_001647	
IDS_PROPMOVER_TXT_001648	Aran
IDS_PROPMOVER_TXT_001649	
IDS_PROPMOVER_TXT_001650	Mauran
IDS_PROPMOVER_TXT_001651	
IDS_PROPMOVER_TXT_001652	Bato
IDS_PROPMOVER_TXT_001653	
IDS_PROPMOVER_TXT_001654	Meiarun
IDS_PROPMOVER_TXT_001655	
IDS_PROPMOVER_TXT_001656	Howran
IDS_PROPMOVER_TXT_001657	
IDS_PROPMOVER_TXT_001658	Cedric
IDS_PROPMOVER_TXT_001659	
IDS_PROPMOVER_TXT_001660	Raia
IDS_PROPMOVER_TXT_001661	
IDS_PROPMOVER_TXT_001662	Arnaud
IDS_PROPMOVER_TXT_001663	
IDS_PROPMOVER_TXT_001664	Rodella
IDS_PROPMOVER_TXT_001665	
IDS_PROPMOVER_TXT_001666	Lise
IDS_PROPMOVER_TXT_001667	
IDS_PROPMOVER_TXT_001668	Noémie
IDS_PROPMOVER_TXT_001669	
IDS_PROPMOVER_TXT_001670	Edouard
IDS_PROPMOVER_TXT_001671	
IDS_PROPMOVER_TXT_001672	Hugo
IDS_PROPMOVER_TXT_001673	
IDS_PROPMOVER_TXT_001674	Dragon Epineux
IDS_PROPMOVER_TXT_001675	
IDS_PROPMOVER_TXT_001676	Statue de Zerkattak
IDS_PROPMOVER_TXT_001677	
IDS_PROPMOVER_TXT_001678	[Collecteur de Coupons Légendaires] Rominette
IDS_PROPMOVER_TXT_001679	
IDS_PROPMOVER_TXT_001680	Cheiran
IDS_PROPMOVER_TXT_001681	
IDS_PROPMOVER_TXT_001682	Karl
IDS_PROPMOVER_TXT_001683	
IDS_PROPMOVER_TXT_001684	Isillis
IDS_PROPMOVER_TXT_001685	
IDS_PROPMOVER_TXT_001686	Romain
IDS_PROPMOVER_TXT_001687	
IDS_PROPMOVER_TXT_001688	Emblum
IDS_PROPMOVER_TXT_001689	
IDS_PROPMOVER_TXT_001690	Branka
IDS_PROPMOVER_TXT_001691	
IDS_PROPMOVER_TXT_001692	Garde Rang-in
IDS_PROPMOVER_TXT_001693	
IDS_PROPMOVER_TXT_001694	Garde Muran
IDS_PROPMOVER_TXT_001695	
IDS_PROPMOVER_TXT_001696	Piyo
IDS_PROPMOVER_TXT_001697	
IDS_PROPMOVER_TXT_001698	Udi
IDS_PROPMOVER_TXT_001699	
IDS_PROPMOVER_TXT_001700	Agneau
IDS_PROPMOVER_TXT_001701	
IDS_PROPMOVER_TXT_001702	IDS_PROPMOVER_TXT_001702
IDS_PROPMOVER_TXT_001703	
IDS_PROPMOVER_TXT_001704	Myoran
IDS_PROPMOVER_TXT_001705	
IDS_PROPMOVER_TXT_001706	Myxomiatose
IDS_PROPMOVER_TXT_001707	
IDS_PROPMOVER_TXT_001708	Puppet envahissante
IDS_PROPMOVER_TXT_001709	
IDS_PROPMOVER_TXT_001710	Rangda envahissante
IDS_PROPMOVER_TXT_001711	
IDS_PROPMOVER_TXT_001712	Piñata
IDS_PROPMOVER_TXT_001713	
IDS_PROPMOVER_TXT_001714	[Champion de Flyffoumi] Demian
IDS_PROPMOVER_TXT_001715	
IDS_PROPMOVER_TXT_001716	Bébé Caméléon
IDS_PROPMOVER_TXT_001717	
IDS_PROPMOVER_TXT_001718	Vaziraphale
IDS_PROPMOVER_TXT_001719	
IDS_PROPMOVER_TXT_001720	Rambrant
IDS_PROPMOVER_TXT_001721	
IDS_PROPMOVER_TXT_001722	[Intendant des maisons de guildes] Loah
IDS_PROPMOVER_TXT_001723	
IDS_PROPMOVER_TXT_001724	[Intendant des maisons de guildes] Troy
IDS_PROPMOVER_TXT_001725	
IDS_PROPMOVER_TXT_001726	IDS_PROPMOVER_TXT_001726
IDS_PROPMOVER_TXT_001727	
IDS_PROPMOVER_TXT_001728	Brian Fers
IDS_PROPMOVER_TXT_001729	
IDS_PROPMOVER_TXT_001730	IDS_PROPMOVER_TXT_001730
IDS_PROPMOVER_TXT_001731	
IDS_PROPMOVER_TXT_001732	IDS_PROPMOVER_TXT_001732
IDS_PROPMOVER_TXT_001733	
IDS_PROPMOVER_TXT_001734	IDS_PROPMOVER_TXT_001734
IDS_PROPMOVER_TXT_001735	
IDS_PROPMOVER_TXT_001736	IDS_PROPMOVER_TXT_001736
IDS_PROPMOVER_TXT_001737	
IDS_PROPMOVER_TXT_001738	IDS_PROPMOVER_TXT_001738
IDS_PROPMOVER_TXT_001739	
IDS_PROPMOVER_TXT_001740	IDS_PROPMOVER_TXT_001740
IDS_PROPMOVER_TXT_001741	
IDS_PROPMOVER_TXT_001742	IDS_PROPMOVER_TXT_001742
IDS_PROPMOVER_TXT_001743	
