IDS_PROPITEM_TXT_000000	標準
IDS_PROPITEM_TXT_008976	 雲のカケラ
IDS_PROPITEM_TXT_008977	 地面に埋まっていた不思議な雲のカケラ。10個でモクモクボックス1個と交換できます。
IDS_PROPITEM_TXT_008978	 オリハルコンの原石
IDS_PROPITEM_TXT_008979	 オリハルコンが含まれた貴重な石。10個でオリハルコン1個と交換できます。
IDS_PROPITEM_TXT_008980	 ムーンストーンの原石
IDS_PROPITEM_TXT_008981	 ムーンストーンが含まれた貴重な石。10個でムーンストーン1個と交換できます。
IDS_PROPITEM_TXT_008982	 トパ―ズの原石
IDS_PROPITEM_TXT_008983	 トパーズが含まれた貴重な石。10個でトパーズ1個と交換できます。
IDS_PROPITEM_TXT_008984	 ルビーの原石
IDS_PROPITEM_TXT_008985	 ルビーが含まれた貴重な石。10個でルピー1個と交換できます。
IDS_PROPITEM_TXT_008986	 サファイアの原石
IDS_PROPITEM_TXT_008987	 サファイアが含まれた貴重な石。10個でサファイア1個と交換できます。
IDS_PROPITEM_TXT_008988	 エメラルドの原石
IDS_PROPITEM_TXT_008989	 エメラルドが含まれた貴重な石。10個でエメラルド1個と交換できます。
IDS_PROPITEM_TXT_008990	 ダイヤモンドの原石
IDS_PROPITEM_TXT_008991	 ダイヤモンドが含まれた貴重な石。10個でダイヤモンド1個と交換できます。
IDS_PROPITEM_TXT_008992	 Lv1火のカケラ
IDS_PROPITEM_TXT_008993	 火山から吹き出した溶岩が固まったものと言われています。10個でLv1火のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_008994	 Lv4火のカケラ
IDS_PROPITEM_TXT_008995	 火山から吹き出した溶岩が固まったものと言われています。10個でLv4火のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_008996	 Lv5火のカケラ 
IDS_PROPITEM_TXT_008997	 火山から吹き出した溶岩が固まったものと言われています。10個でLv5火のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_008998	 Lv1水のカケラ 
IDS_PROPITEM_TXT_008999	 水の精霊が流した涙の結晶と言われています。10個でLv1水のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009000	 Lv4水のカケラ
IDS_PROPITEM_TXT_009001	 水の精霊が流した涙の結晶と言われています。10個でLv4水のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009002	 Lv5水のカケラ
IDS_PROPITEM_TXT_009003	 水の精霊が流した涙の結晶と言われています。10個でLv5水のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009004	 Lv1風のカケラ
IDS_PROPITEM_TXT_009005	 風の精霊の息吹が凍ってできた石と言われています。10個でLv1風のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009006	 Lv4風のカケラ 
IDS_PROPITEM_TXT_009007	 風の精霊の息吹が凍ってできた石と言われています。10個でLv4風のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009008	 Lv5風のカケラ 
IDS_PROPITEM_TXT_009009	 風の精霊の息吹が凍ってできた石と言われています。10個でLv5風のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009010	 Lv1雷のカケラ 
IDS_PROPITEM_TXT_009011	 大地に落ちた稲妻がそのまま石になったものと言われています。10個でLv1雷のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009012	 Lv4雷のカケラ 
IDS_PROPITEM_TXT_009013	 大地に落ちた稲妻がそのまま石になったものと言われています。10個でLv4雷のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009014	 Lv5雷のカケラ 
IDS_PROPITEM_TXT_009015	 大地に落ちた稲妻がそのまま石になったものと言われています。10個でLv5雷のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009016	 Lv1土のカケラ 
IDS_PROPITEM_TXT_009017	 マドリガルが12の島に分かれたときに飛び散った大地のカケラと言われています。10個でLv1土のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009018	 Lv4土のカケラ 
IDS_PROPITEM_TXT_009019	 マドリガルが12の島に分かれたときに飛び散った大地のカケラと言われています。10個でLv4土のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009020	 Lv5土のカケラ 
IDS_PROPITEM_TXT_009021	 マドリガルが12の島に分かれたときに飛び散った大地のカケラと言われています。10個でLv5土のカード(S)1個と交換できます。
IDS_PROPITEM_TXT_009022	 紫色の綿飴
IDS_PROPITEM_TXT_009023	 甘い綿飴を食べると、一時的に体力が上昇します。
IDS_PROPITEM_TXT_009024	 青色の綿飴
IDS_PROPITEM_TXT_009025	 甘い綿飴を食べると、一時的に知能が上昇します。
IDS_PROPITEM_TXT_009026	 緑色の綿飴
IDS_PROPITEM_TXT_009027	 甘い綿飴を食べると、一時的に敏捷が上昇します。
IDS_PROPITEM_TXT_009028	 赤色の綿飴
IDS_PROPITEM_TXT_009029	 甘い綿飴を食べると、一時的に力が上昇します。
IDS_PROPITEM_TXT_009030	 水色の綿飴
IDS_PROPITEM_TXT_009031	 甘い綿飴を食べると、一時的に回避が上昇します。
IDS_PROPITEM_TXT_009032	 桃色の綿飴
IDS_PROPITEM_TXT_009033	 甘い綿飴を食べると、一時的にクリティカル率が上昇します。
IDS_PROPITEM_TXT_009034	 黄色の綿飴
IDS_PROPITEM_TXT_009035	 甘い綿飴を食べると、一時的に攻撃速度が上昇します。
IDS_PROPITEM_TXT_009036	 白色の綿飴
IDS_PROPITEM_TXT_009037	 甘い綿飴を食べると、一時的に魔法のキャンティングタイムが減少します。
IDS_PROPITEM_TXT_009038	 灰色の綿飴
IDS_PROPITEM_TXT_009039	 甘い綿飴を食べると、一時的に防御力が上昇します。
IDS_PROPITEM_TXT_009040	 橙色の綿飴
IDS_PROPITEM_TXT_009041	 甘い綿飴を食べると、一時的に命中率が上昇します。
IDS_PROPITEM_TXT_009042	 ゴールド福豚(台湾01)
IDS_PROPITEM_TXT_009043	 プレゼントがいっぱいです。
IDS_PROPITEM_TXT_009044	 初心者魔法飛行体(イベント用)
IDS_PROPITEM_TXT_009045	 初心者用魔法飛行体
IDS_PROPITEM_TXT_009046	 精錬セット
IDS_PROPITEM_TXT_009047	 鍛冶屋の心得・精錬編と鍛冶屋の魂+10が入ってるＢＯＸ 
IDS_PROPITEM_TXT_009048	 モクモクボックス
IDS_PROPITEM_TXT_009049	 甘い綿飴が入っています。たまに本当の雲が入っていることも…？
IDS_PROPITEM_TXT_009050	 イベント用飛行体BOX 
IDS_PROPITEM_TXT_009051	 テスト用
IDS_PROPITEM_TXT_009052	スノーゴールド
IDS_PROPITEM_TXT_009053	
IDS_PROPITEM_TXT_009054	赤い靴下
IDS_PROPITEM_TXT_009055	
IDS_PROPITEM_TXT_009056	 ペット復活の巻物・引換券(S)
IDS_PROPITEM_TXT_009057	 3枚集めてペットテイマーに持っていくと、ペット復活の巻物(S)と交換してくれます。
IDS_PROPITEM_TXT_009058	 ペット復活の巻物・引換券(A)
IDS_PROPITEM_TXT_009059	 3枚集めてペットテイマーに持っていくと、ペット復活の巻物(A)と交換してくれます。
IDS_PROPITEM_TXT_009060	 ペット復活の巻物・引換券(B)
IDS_PROPITEM_TXT_009061	 3枚集めてペットテイマーに持っていくと、ペット復活の巻物(B)と交換してくれます。
IDS_PROPITEM_TXT_009062	 ペット復活の巻き物(S)
IDS_PROPITEM_TXT_009063	 死亡したランクSのペットを復活してくれる巻物。ペットは生命値が0、P.Hpが50%の状態で復活するので安全な場所で使いましょう。
IDS_PROPITEM_TXT_009064	 ペット復活の巻き物(A)
IDS_PROPITEM_TXT_009065	 死亡したランクAのペットを復活してくれる巻物。ペットは生命値が0、P.Hpが50%の状態で復活するので安全な場所で使いましょう。
IDS_PROPITEM_TXT_009066	 ペット復活の巻き物(B)
IDS_PROPITEM_TXT_009067	 死亡したランクBのペットを復活してくれる巻物。ペットは生命値が0、P.Hpが50%の状態で復活するので安全な場所で使いましょう。
IDS_PROPITEM_TXT_009068	 レッドクリスタル
IDS_PROPITEM_TXT_009069	 神秘的な赤いクリスタル。
IDS_PROPITEM_TXT_009070	 イエロークリスタル
IDS_PROPITEM_TXT_009071	 神秘的な黄色いクリスタル
IDS_PROPITEM_TXT_009072	 グリーンクリスタル
IDS_PROPITEM_TXT_009073	 神秘的な緑のクリスタル
IDS_PROPITEM_TXT_009074	 ブルークリスタル
IDS_PROPITEM_TXT_009075	 神秘的な青いクリスタル
IDS_PROPITEM_TXT_009076	 アズライア・チケット(7日間)
IDS_PROPITEM_TXT_009077	 アズライアに7日間入場することのできるチケット。アズライアにはレベル73～115までのモンスターがいます。利用の有無やログイン状態に関わらず残り時間が減っていきます。
IDS_PROPITEM_TXT_009078	 アズライア・チケット(15日間)
IDS_PROPITEM_TXT_009079	 アズライアに15日間入場することのできるチケット。アズライアにはレベル73～115までのモンスターがいます。利用の有無やログイン状態に関わらず残り時間が減っていきます。
IDS_PROPITEM_TXT_009080	 ブラッディー・ビレリアンヘルメット(M)
IDS_PROPITEM_TXT_009081	
IDS_PROPITEM_TXT_009082	 ブラッディー・ビレリアンスーツ(M)
IDS_PROPITEM_TXT_009083	
IDS_PROPITEM_TXT_009084	 ブラッディー・ビレリアンガントレット(M)
IDS_PROPITEM_TXT_009085	
IDS_PROPITEM_TXT_009086	 ブラッディー・ビレリアンブーツ(M)
IDS_PROPITEM_TXT_009087	
IDS_PROPITEM_TXT_009088	 ブラッディー・ヘレンヘルメット(M)
IDS_PROPITEM_TXT_009089	
IDS_PROPITEM_TXT_009090	 ブラッディー・ヘレンスーツ(M)
IDS_PROPITEM_TXT_009091	
IDS_PROPITEM_TXT_009092	 ブラッディー・ヘレンガントレット(M)
IDS_PROPITEM_TXT_009093	
IDS_PROPITEM_TXT_009094	 ブラッディー・ヘレンブーツ(M)
IDS_PROPITEM_TXT_009095	
IDS_PROPITEM_TXT_009096	 ブラッディー・カエネンヘルメット(M)
IDS_PROPITEM_TXT_009097	
IDS_PROPITEM_TXT_009098	 ブラッディー・カエネンスーツ(M)
IDS_PROPITEM_TXT_009099	
IDS_PROPITEM_TXT_009100	 ブラッディー・カエネンガントレット(M)
IDS_PROPITEM_TXT_009101	
IDS_PROPITEM_TXT_009102	 ブラッディー・カエネンブーツ(M)
IDS_PROPITEM_TXT_009103	
IDS_PROPITEM_TXT_009104	 ブラッディー・ハイナンヘルメット(M)
IDS_PROPITEM_TXT_009105	
IDS_PROPITEM_TXT_009106	 ブラッディー・ハイナンスーツ(M)
IDS_PROPITEM_TXT_009107	
IDS_PROPITEM_TXT_009108	 ブラッディー・ハイナンガントレット(M)
IDS_PROPITEM_TXT_009109	
IDS_PROPITEM_TXT_009110	 ブラッディー・ハイナンブーツ(M)
IDS_PROPITEM_TXT_009111	
IDS_PROPITEM_TXT_009112	 ブラッディー・エーエンヌヘルメット(M)
IDS_PROPITEM_TXT_009113	
IDS_PROPITEM_TXT_009114	 ブラッディー・エーエンヌスーツ(M)
IDS_PROPITEM_TXT_009115	
IDS_PROPITEM_TXT_009116	 ブラッディー・エーエンヌガントレット(M)
IDS_PROPITEM_TXT_009117	
IDS_PROPITEM_TXT_009118	 ブラッディー・エーエンヌブーツ(M)
IDS_PROPITEM_TXT_009119	
IDS_PROPITEM_TXT_009120	 ブラッディー・ロエンテールヘルメット(M)
IDS_PROPITEM_TXT_009121	
IDS_PROPITEM_TXT_009122	 ブラッディー・ロエンテールスーツ(M)
IDS_PROPITEM_TXT_009123	
IDS_PROPITEM_TXT_009124	 ブラッディー・ロエンテールガントレット(M)
IDS_PROPITEM_TXT_009125	
IDS_PROPITEM_TXT_009126	 ブラッディー・ロエンテールブーツ(M)
IDS_PROPITEM_TXT_009127	
IDS_PROPITEM_TXT_009128	 ブラッディー・オルファーヘルメット(M)
IDS_PROPITEM_TXT_009129	
IDS_PROPITEM_TXT_009130	 ブラッディー・オルファースーツ(M)
IDS_PROPITEM_TXT_009131	
IDS_PROPITEM_TXT_009132	 ブラッディー・オルファーガントレット(M)
IDS_PROPITEM_TXT_009133	
IDS_PROPITEM_TXT_009134	 ブラッディー・オルファーブーツ(M)
IDS_PROPITEM_TXT_009135	
IDS_PROPITEM_TXT_009136	 ブラッディー・リルリップヘルメット(M)
IDS_PROPITEM_TXT_009137	
IDS_PROPITEM_TXT_009138	 ブラッディー・リルリップスーツ(M)
IDS_PROPITEM_TXT_009139	
IDS_PROPITEM_TXT_009140	 ブラッディー・リルリップガントレット(M)
IDS_PROPITEM_TXT_009141	
IDS_PROPITEM_TXT_009142	 ブラッディー・リルリップブーツ(M)
IDS_PROPITEM_TXT_009143	
IDS_PROPITEM_TXT_009144	 ブラッディー・ビレリアンヘルメット(F)
IDS_PROPITEM_TXT_009145	
IDS_PROPITEM_TXT_009146	 ブラッディー・ビレリアンスーツ(F)
IDS_PROPITEM_TXT_009147	
IDS_PROPITEM_TXT_009148	 ブラッディー・ビレリアンガントレット(F)
IDS_PROPITEM_TXT_009149	
IDS_PROPITEM_TXT_009150	 ブラッディー・ビレリアンブーツ(F)
IDS_PROPITEM_TXT_009151	
IDS_PROPITEM_TXT_009152	 ブラッディー・ヘレンヘルメット(F)
IDS_PROPITEM_TXT_009153	
IDS_PROPITEM_TXT_009154	 ブラッディー・ヘレンスーツ(F)
IDS_PROPITEM_TXT_009155	
IDS_PROPITEM_TXT_009156	 ブラッディー・ヘレンガントレット(F)
IDS_PROPITEM_TXT_009157	
IDS_PROPITEM_TXT_009158	 ブラッディー・ヘレンブーツ(F)
IDS_PROPITEM_TXT_009159	
IDS_PROPITEM_TXT_009160	 ブラッディー・カエネンヘルメット(F)
IDS_PROPITEM_TXT_009161	
IDS_PROPITEM_TXT_009162	 ブラッディー・カエネンスーツ(F)
IDS_PROPITEM_TXT_009163	
IDS_PROPITEM_TXT_009164	 ブラッディー・カエネンガントレット(F)
IDS_PROPITEM_TXT_009165	
IDS_PROPITEM_TXT_009166	 ブラッディー・カエネンブーツ(F)
IDS_PROPITEM_TXT_009167	
IDS_PROPITEM_TXT_009168	 ブラッディー・ハイナンヘルメット(F)
IDS_PROPITEM_TXT_009169	
IDS_PROPITEM_TXT_009170	 ブラッディー・ハイナンスーツ(F)
IDS_PROPITEM_TXT_009171	
IDS_PROPITEM_TXT_009172	 ブラッディー・ハイナンガントレット(F)
IDS_PROPITEM_TXT_009173	
IDS_PROPITEM_TXT_009174	 ブラッディー・ハイナンブーツ(F)
IDS_PROPITEM_TXT_009175	
IDS_PROPITEM_TXT_009176	 ブラッディー・エーエンヌヘルメット(F)
IDS_PROPITEM_TXT_009177	
IDS_PROPITEM_TXT_009178	 ブラッディー・エーエンヌスーツ(F)
IDS_PROPITEM_TXT_009179	
IDS_PROPITEM_TXT_009180	 ブラッディー・エーエンヌガントレット(F)
IDS_PROPITEM_TXT_009181	
IDS_PROPITEM_TXT_009182	 ブラッディー・エーエンヌブーツ(F)
IDS_PROPITEM_TXT_009183	
IDS_PROPITEM_TXT_009184	 ブラッディー・ロエンテールヘルメット(F)
IDS_PROPITEM_TXT_009185	
IDS_PROPITEM_TXT_009186	 ブラッディー・ロエンテールスーツ(F)
IDS_PROPITEM_TXT_009187	
IDS_PROPITEM_TXT_009188	 ブラッディー・ロエンテールガントレット(F)
IDS_PROPITEM_TXT_009189	
IDS_PROPITEM_TXT_009190	 ブラッディー・ロエンテールブーツ(F)
IDS_PROPITEM_TXT_009191	
IDS_PROPITEM_TXT_009192	 ブラッディー・オルファーヘルメット(F)
IDS_PROPITEM_TXT_009193	
IDS_PROPITEM_TXT_009194	 ブラッディー・オルファースーツ(F)
IDS_PROPITEM_TXT_009195	
IDS_PROPITEM_TXT_009196	 ブラッディー・オルファーガントレット(F)
IDS_PROPITEM_TXT_009197	
IDS_PROPITEM_TXT_009198	 ブラッディー・オルファーブーツ(F)
IDS_PROPITEM_TXT_009199	
IDS_PROPITEM_TXT_009200	 ブラッディー・リルリップヘルメット(F)
IDS_PROPITEM_TXT_009201	
IDS_PROPITEM_TXT_009202	 ブラッディー・リルリップスーツ(F)
IDS_PROPITEM_TXT_009203	
IDS_PROPITEM_TXT_009204	 ブラッディー・リルリップガントレット(F)
IDS_PROPITEM_TXT_009205	
IDS_PROPITEM_TXT_009206	 ブラッディー・リルリップブーツ(F)
IDS_PROPITEM_TXT_009207	  
IDS_PROPITEM_TXT_009208	 ブラッディー・ナイトセット(男の子用)
IDS_PROPITEM_TXT_009209	 ナイトのLv120装備セット(男の子用)が入っています。
IDS_PROPITEM_TXT_009210	 ブラッディー・ブレードセット(男の子用)
IDS_PROPITEM_TXT_009211	 ブレードのLv120装備セット(男の子用)が入っています。
IDS_PROPITEM_TXT_009212	 ブラッディー・ナイトセット(女の子用)
IDS_PROPITEM_TXT_009213	 ナイトのLv120装備セット(女の子用)が入っています
IDS_PROPITEM_TXT_009214	 ブラッディー・ブレードセット(女の子用)
IDS_PROPITEM_TXT_009215	 ブレードのLv120装備セット(女の子用)が入っています
IDS_PROPITEM_TXT_009216	 ブラッディー・ジェスターセット(男の子用)
IDS_PROPITEM_TXT_009217	 ジェスターのLv120装備セット(男の子用)が入っています
IDS_PROPITEM_TXT_009218	 ブラッディー・レンジャーセット(男の子用)
IDS_PROPITEM_TXT_009219	 レンジャーのLv120装備セット(男の子用)が入っています
IDS_PROPITEM_TXT_009220	 ブラッディー・ジェスターセット(女の子用)
IDS_PROPITEM_TXT_009221	 ジェスターのLv120装備セット(女の子用)が入っています
IDS_PROPITEM_TXT_009222	 ブラッディー・レンジャーセット(女の子用)
IDS_PROPITEM_TXT_009223	 レンジャーのLv120装備セット(女の子用)が入っています
IDS_PROPITEM_TXT_009224	 ブラッディー・リングマスターセット(男の子用)
IDS_PROPITEM_TXT_009225	 リングマスターのLv120装備セット(男の子用)が入っています
IDS_PROPITEM_TXT_009226	 ブラッディー・ビルポスターセット(男の子用)
IDS_PROPITEM_TXT_009227	 ビルポスターのLv120装備セット(男の子用)が入っています
IDS_PROPITEM_TXT_009228	 ブラッディー・リングマスターセット(女の子用)
IDS_PROPITEM_TXT_009229	 リングマスターのLv120装備セット(女の子用)が入っています
IDS_PROPITEM_TXT_009230	 ブラッディー・ビルポスターセット(女の子用)
IDS_PROPITEM_TXT_009231	 ビルポスターのLv120装備セット(女の子用)が入っています
IDS_PROPITEM_TXT_009232	 ブラッディー・サイキーパーセット(男の子用)
IDS_PROPITEM_TXT_009233	 サイキーパーのLv120装備セット(男の子用)が入っています
IDS_PROPITEM_TXT_009234	 ブラッディー・エレメンターセット(男の子用)
IDS_PROPITEM_TXT_009235	 エレメンターのLv120装備セット(男の子用)が入っています
IDS_PROPITEM_TXT_009236	 ブラッディー・サイキーパーセット(女の子用)
IDS_PROPITEM_TXT_009237	 サイキーパーのLv120装備セット(女の子用)が入っています
IDS_PROPITEM_TXT_009238	 ブラッディー・エレメンターセット(女の子用)
IDS_PROPITEM_TXT_009239	 エレメンターのLv120装備セット(女の子用)が入っています
IDS_PROPITEM_TXT_009240	 トコトコお散歩ボックス［ハムスター］
IDS_PROPITEM_TXT_009241	 マッドランハムスターなどのアイテムがもらえます。
IDS_PROPITEM_TXT_009242	 自動えさやり機EX(6時間)
IDS_PROPITEM_TXT_009243	 インベントリにえさがあると、自動的にペットにえさを与えます。重複して使用することで最大で24日18時間までチャージできます。キャラクターがログインしているときのみ残り時間が減って行きます。
IDS_PROPITEM_TXT_009244	 フリフボード
IDS_PROPITEM_TXT_009245	 フリフホームページを通して新規で登録したユーザにイベント用で配布される初心者用ボード
IDS_PROPITEM_TXT_009246	 エンジェルボード(韓国)
IDS_PROPITEM_TXT_009247	 エンジェルフリフホームページを通して新規で登録したユーザに配布される初心者用ボード
IDS_PROPITEM_TXT_009248	 バディボード
IDS_PROPITEM_TXT_009249	 バディバディホームページを通して新規で登録したユーザに配布される初心者用ボード
IDS_PROPITEM_TXT_009250	 雅なボックス
IDS_PROPITEM_TXT_009251	 雅なアイテムが入っているボックス
IDS_PROPITEM_TXT_009252	 勇猛のマント
IDS_PROPITEM_TXT_009253	 ドラゴンの鱗で作られた最高級のマント
IDS_PROPITEM_TXT_009254	 運命のマント
IDS_PROPITEM_TXT_009255	 マドリガル大陸にいにしえから伝わる伝説のマントの1つ。
IDS_PROPITEM_TXT_009256  カムバックボックス(7日間)	
IDS_PROPITEM_TXT_009257  「ガルディアブルードラゴン(7日間)」1個と「ES戦神の巻物」3個が入っています。	
IDS_PROPITEM_TXT_009258	 てきぱきメイドのカード
IDS_PROPITEM_TXT_009259	 てきぱきメイドを召喚・帰還させる魔法のカード
IDS_PROPITEM_TXT_009260	 小さなミーアのカード
IDS_PROPITEM_TXT_009261  小さなミーアを召喚・帰還させる魔法のカード	
IDS_PROPITEM_TXT_009262	スーツのポケット
IDS_PROPITEM_TXT_009263	明けましておめでとう
IDS_PROPITEM_TXT_009264	 節分プレゼントボックス
IDS_PROPITEM_TXT_009265	
IDS_PROPITEM_TXT_009266	るんるんお散歩ボックス[ミーア]
IDS_PROPITEM_TXT_009267	小さなミーアなどのアイテムがもらえます。
IDS_PROPITEM_TXT_009268	てきぱきお散歩ボックス[メイド]
IDS_PROPITEM_TXT_009269	てきぱきメイドなどのアイテムがもらえます。
IDS_PROPITEM_TXT_009270	愛の告白ボックス(女の子用)
IDS_PROPITEM_TXT_009271	いったい何が出るかは開けてからのお楽しみ♪
IDS_PROPITEM_TXT_009272	愛の告白ボックス(男の子用)
IDS_PROPITEM_TXT_009273	いったい何が出るかは開けてからのお楽しみ♪
IDS_PROPITEM_TXT_009274	ブラックドラゴン
IDS_PROPITEM_TXT_009275	ブラックドラゴンを召喚・帰還させることができます。
IDS_PROPITEM_TXT_009276	D2Dバイク
IDS_PROPITEM_TXT_009277	
IDS_PROPITEM_TXT_009278	劇団経験値戦神の巻物(7日)
IDS_PROPITEM_TXT_009279	劇団長が使用する際に、全ての劇団員の狩りで得る劇団経験値が50％アップします。
IDS_PROPITEM_TXT_009280	劇団経験値戦神の巻物(15日)
IDS_PROPITEM_TXT_009281	劇団長が使用する際に、全ての劇団員の狩りで得る劇団経験値が50％アップします。
IDS_PROPITEM_TXT_009282	劇団スキル戦神の巻物(7日)
IDS_PROPITEM_TXT_009283	劇団スキルを重ねて使用できるようにします。
IDS_PROPITEM_TXT_009284	劇団スキル戦神の巻物(15日)
IDS_PROPITEM_TXT_009285	劇団スキルを重ねて使用できるようにします。
IDS_PROPITEM_TXT_009286	(イベント) 携帯電話充電器引替券
IDS_PROPITEM_TXT_009287	
IDS_PROPITEM_TXT_009288	(イベント) 子供リバーミッキー MP3 引替券
IDS_PROPITEM_TXT_009289	
IDS_PROPITEM_TXT_009290	(イベント) NDSL 引替券
IDS_PROPITEM_TXT_009291	
IDS_PROPITEM_TXT_009292	イベント用紫色綿あめ
IDS_PROPITEM_TXT_009293	甘い綿あめを食べれば, 一時的に体力が +3 上昇する.
IDS_PROPITEM_TXT_009294	イベント用波瀾色綿あめ
IDS_PROPITEM_TXT_009295	甘い綿あめを食べれば, 一時的に知能が +3 上昇する.
IDS_PROPITEM_TXT_009296	イベント用緑色綿あめ
IDS_PROPITEM_TXT_009297	甘い綿あめを食べれば, 一時的に敏捷が +3 上昇する.
IDS_PROPITEM_TXT_009298	イベント用赤い色綿あめ
IDS_PROPITEM_TXT_009299	甘い綿あめを食べれば, 一時的に力が +3 上昇する.
IDS_PROPITEM_TXT_009300	イベント用空色綿あめ
IDS_PROPITEM_TXT_009301	甘い綿あめを食べれば, 一時的に回避が 5% 上昇する.
IDS_PROPITEM_TXT_009302	イベント用ピンク色綿あめ
IDS_PROPITEM_TXT_009303	甘い綿あめを食べれば, 一時的に致命打が 5% 上昇する.
IDS_PROPITEM_TXT_009304	イベント用黄色綿あめ
IDS_PROPITEM_TXT_009305	甘い綿あめを食べれば, 一時的に攻撃速度が 5% 上昇する.
IDS_PROPITEM_TXT_009306	イベント用白色綿あめ
IDS_PROPITEM_TXT_009307	甘い綿あめを食べれば, 一時的に魔法市廛時間が 5% 上昇する.
IDS_PROPITEM_TXT_009308	イベント用灰色綿あめ
IDS_PROPITEM_TXT_009309	甘い綿あめを食べれば, 一時的に防御力が +30 上昇する.
IDS_PROPITEM_TXT_009310	イベント用だいだい色色綿あめ
IDS_PROPITEM_TXT_009311	甘い綿あめを食べれば, 一時的に命中率が 5% 上昇する.
IDS_PROPITEM_TXT_009312	イベント用桃色風船
IDS_PROPITEM_TXT_009313	攻撃力を 50位あげてくれるきれいな風船
IDS_PROPITEM_TXT_009314	イベント用青色風船
IDS_PROPITEM_TXT_009315	防御力を 100位あげてくれるきれいな風船
IDS_PROPITEM_TXT_009316	イベント用黄色い風船
IDS_PROPITEM_TXT_009317	HPを 150位あげてくれるきれいな風船
IDS_PROPITEM_TXT_009318	トコトコお散歩ボックス[ホース]
IDS_PROPITEM_TXT_009319	バブルブラウンホースなどのアイテムがもらえます。
IDS_PROPITEM_TXT_009320	シャウトフル(1日)
IDS_PROPITEM_TXT_009321	叫び範囲の拡大
IDS_PROPITEM_TXT_009322	アズライア・チケット(1日) 
IDS_PROPITEM_TXT_009323	アズライア1日間入場することのできるチケット。アズライアにはレベル73～115までのモンスターがいます。利用の有無やログイン状態に関わらず残り時間が減っていきます。
IDS_PROPITEM_TXT_009324	コモンバンク(1日)
IDS_PROPITEM_TXT_009325	銀行保管アイテム共有
IDS_PROPITEM_TXT_009326	リファレクトチャージャー(1日)
IDS_PROPITEM_TXT_009327	1日間の連続稼動が可能なリファレクター用の大容量バッテリーです。利用の有無やログイン状態に関わらず残り時間が減っていきます。
IDS_PROPITEM_TXT_009328	魔法の携帯バッグ(1日)
IDS_PROPITEM_TXT_009329	携帯バッグ（短縮キー「B」)にセットすることで追加スロットが利用できます。利用期限が過ぎると引き出せなくなるのでご注意ください。
IDS_PROPITEM_TXT_009330	育成ペット用生命回復の巻物
IDS_PROPITEM_TXT_009331	育成ペットの生命値を1増やすことができる神秘の巻物。
IDS_PROPITEM_TXT_009332	ニット帽(男の子用)
IDS_PROPITEM_TXT_009333	毛糸で編まれたニットの帽子
IDS_PROPITEM_TXT_009334	グリーンパーカー(男の子用)
IDS_PROPITEM_TXT_009335	シャツとアクセサリーがセットになったパーカー
IDS_PROPITEM_TXT_009336	ナチュラルグローブ(男の子用)
IDS_PROPITEM_TXT_009337	自然な色合いの肌を覆うグローブ
IDS_PROPITEM_TXT_009338	ラバースニーカー(男の子用)
IDS_PROPITEM_TXT_009339	ラバーを使用した人気の高いスニーカー
IDS_PROPITEM_TXT_009340	カジュアル・セット[パーカー](男の子用)
IDS_PROPITEM_TXT_009341	マドリガルの流行の最先端を集めた男性用ファッションセット
IDS_PROPITEM_TXT_009342	コットンハット(女の子用)
IDS_PROPITEM_TXT_009343	柔らかいコットンを使用した帽子
IDS_PROPITEM_TXT_009344	カットソーワンピース(女の子用)
IDS_PROPITEM_TXT_009345	大胆にデザインされた可愛いワンピース
IDS_PROPITEM_TXT_009346	ナチュラルグローブ(女の子用)
IDS_PROPITEM_TXT_009347	自然な色合いの肌を覆うグローブ
IDS_PROPITEM_TXT_009348	ストラップサンダル(女の子用)
IDS_PROPITEM_TXT_009349	ストラップが付いた白いサンダル
IDS_PROPITEM_TXT_009350	カジュアル・セット[ワンピース](女の子用)
IDS_PROPITEM_TXT_009351	マドリガルの流行の最先端を集めた女性用ファッションセット
IDS_PROPITEM_TXT_009352	ピンクドレスセット(女の子用) (7日)
IDS_PROPITEM_TXT_009353	女性用ピンクドレスセット
IDS_PROPITEM_TXT_009354	レッドドレスセット(女の子用) (7日)
IDS_PROPITEM_TXT_009355	女性用レッドドレスセット
IDS_PROPITEM_TXT_009356	グリーンドレスセット(女の子用) (7日)
IDS_PROPITEM_TXT_009357	女性用グリーンドレスセット
IDS_PROPITEM_TXT_009358	ホワイトタキシードセット(男の子用) (7日)
IDS_PROPITEM_TXT_009359	男性用ホワイトタキシードセット
