IDS_PROPMOVER_TXT_000000	標準
IDS_PROPMOVER_TXT_001138	ジャイアント・トート
IDS_PROPMOVER_TXT_001139	
IDS_PROPMOVER_TXT_001140	スモール・クヌムー
IDS_PROPMOVER_TXT_001141	
IDS_PROPMOVER_TXT_001142	クヌムー
IDS_PROPMOVER_TXT_001143	
IDS_PROPMOVER_TXT_001144	キャプテン・クヌムー
IDS_PROPMOVER_TXT_001145	
IDS_PROPMOVER_TXT_001146	ジャイアント・クヌムー
IDS_PROPMOVER_TXT_001147	
IDS_PROPMOVER_TXT_001148	スモール・ダンタリア
IDS_PROPMOVER_TXT_001149	
IDS_PROPMOVER_TXT_001150	ダンタリア
IDS_PROPMOVER_TXT_001151	
IDS_PROPMOVER_TXT_001152	キャプテン・ダンタリア
IDS_PROPMOVER_TXT_001153	
IDS_PROPMOVER_TXT_001154	ジャイアント・ダンタリア
IDS_PROPMOVER_TXT_001155	
IDS_PROPMOVER_TXT_001156	スモール・ガネーシャ
IDS_PROPMOVER_TXT_001157	
IDS_PROPMOVER_TXT_001158	ガネーシャ
IDS_PROPMOVER_TXT_001159	
IDS_PROPMOVER_TXT_001160	キャプテン・ガネーシャ
IDS_PROPMOVER_TXT_001161	
IDS_PROPMOVER_TXT_001162	ジャイアント・ガネーシャ
IDS_PROPMOVER_TXT_001163	
IDS_PROPMOVER_TXT_001164	スモール・アシュラ
IDS_PROPMOVER_TXT_001165	
IDS_PROPMOVER_TXT_001166	アシュラ
IDS_PROPMOVER_TXT_001167	
IDS_PROPMOVER_TXT_001168	キャプテン・アシュラ
IDS_PROPMOVER_TXT_001169	
IDS_PROPMOVER_TXT_001170	ジャイアント・アシュラ
IDS_PROPMOVER_TXT_001171	
IDS_PROPMOVER_TXT_001172	スモール・ケットシー
IDS_PROPMOVER_TXT_001173	
IDS_PROPMOVER_TXT_001174	ケットシー
IDS_PROPMOVER_TXT_001175	
IDS_PROPMOVER_TXT_001176	キャプテン・ケットシー
IDS_PROPMOVER_TXT_001177	
IDS_PROPMOVER_TXT_001178	ジャイアント・ケットシー
IDS_PROPMOVER_TXT_001179	
IDS_PROPMOVER_TXT_001180	スモール・インプ
IDS_PROPMOVER_TXT_001181	
IDS_PROPMOVER_TXT_001182	インプ
IDS_PROPMOVER_TXT_001183	
IDS_PROPMOVER_TXT_001184	キャプテン・インプ
IDS_PROPMOVER_TXT_001185	
IDS_PROPMOVER_TXT_001186	ルシファー
IDS_PROPMOVER_TXT_001187	
IDS_PROPMOVER_TXT_001188	ラムダ
IDS_PROPMOVER_TXT_001189	
IDS_PROPMOVER_TXT_001190	狂奇のラムダ
IDS_PROPMOVER_TXT_001191	
IDS_PROPMOVER_TXT_001192	漆黒のラムダ
IDS_PROPMOVER_TXT_001193	
IDS_PROPMOVER_TXT_001194	地獄のラムダ
IDS_PROPMOVER_TXT_001195	
IDS_PROPMOVER_TXT_001196	ファミリア・イエティン
IDS_PROPMOVER_TXT_001197	
IDS_PROPMOVER_TXT_001198	アーク・ケットシー
IDS_PROPMOVER_TXT_001199	
IDS_PROPMOVER_TXT_001200	アーク・ハーピー
IDS_PROPMOVER_TXT_001201	
IDS_PROPMOVER_TXT_001202	アーク・ポレヴィック
IDS_PROPMOVER_TXT_001203	
IDS_PROPMOVER_TXT_001204	アーク・アブラクス
IDS_PROPMOVER_TXT_001205	
IDS_PROPMOVER_TXT_001206	アーク・ハッグ
IDS_PROPMOVER_TXT_001207	
IDS_PROPMOVER_TXT_001208	アーク・トート
IDS_PROPMOVER_TXT_001209	
IDS_PROPMOVER_TXT_001210	アーク・クヌムー
IDS_PROPMOVER_TXT_001211	
IDS_PROPMOVER_TXT_001212	アーク・ダンタリア
IDS_PROPMOVER_TXT_001213	
IDS_PROPMOVER_TXT_001214	アーク・ガネーシャ
IDS_PROPMOVER_TXT_001215	
IDS_PROPMOVER_TXT_001216	アーク・アシュラ
IDS_PROPMOVER_TXT_001217	
IDS_PROPMOVER_TXT_001218	技師01
IDS_PROPMOVER_TXT_001219	
IDS_PROPMOVER_TXT_001220	技師02
IDS_PROPMOVER_TXT_001221	
IDS_PROPMOVER_TXT_001222	[ロードマネージャー]ヴァネッサ
IDS_PROPMOVER_TXT_001223	
IDS_PROPMOVER_TXT_001224	予備NPC
IDS_PROPMOVER_TXT_001225	
IDS_PROPMOVER_TXT_001226	スモール・キングスター
IDS_PROPMOVER_TXT_001227	
IDS_PROPMOVER_TXT_001228	キングスター
IDS_PROPMOVER_TXT_001229	
IDS_PROPMOVER_TXT_001230	キャプテン・キングスター 
IDS_PROPMOVER_TXT_001231	
IDS_PROPMOVER_TXT_001232	スモール・クラーケン
IDS_PROPMOVER_TXT_001233	
IDS_PROPMOVER_TXT_001234	クラーケン
IDS_PROPMOVER_TXT_001235	
IDS_PROPMOVER_TXT_001236	キャプテン・クラーケン
IDS_PROPMOVER_TXT_001237	
IDS_PROPMOVER_TXT_001238	スモール・シザークラブ
IDS_PROPMOVER_TXT_001239	
IDS_PROPMOVER_TXT_001240	シザークラブ
IDS_PROPMOVER_TXT_001241	
IDS_PROPMOVER_TXT_001242	キャプテン・シザークラブ
IDS_PROPMOVER_TXT_001243	
IDS_PROPMOVER_TXT_001244	スモール・ナーガ
IDS_PROPMOVER_TXT_001245	
IDS_PROPMOVER_TXT_001246	ナーガ
IDS_PROPMOVER_TXT_001247	
IDS_PROPMOVER_TXT_001248	キャプテン・ナーガ
IDS_PROPMOVER_TXT_001249	
IDS_PROPMOVER_TXT_001250	スモール・アトロックス
IDS_PROPMOVER_TXT_001251	
IDS_PROPMOVER_TXT_001252	アトロックス
IDS_PROPMOVER_TXT_001253	
IDS_PROPMOVER_TXT_001254	キャプテン・アトロックス
IDS_PROPMOVER_TXT_001255	
IDS_PROPMOVER_TXT_001256	スモール・オケアノス
IDS_PROPMOVER_TXT_001257	
IDS_PROPMOVER_TXT_001258	オケアノス
IDS_PROPMOVER_TXT_001259	
IDS_PROPMOVER_TXT_001260	キャプテン・オケアノス
IDS_PROPMOVER_TXT_001261	
IDS_PROPMOVER_TXT_001262	スモール・ティーガー
IDS_PROPMOVER_TXT_001263	
IDS_PROPMOVER_TXT_001264	ティーガー
IDS_PROPMOVER_TXT_001265	
IDS_PROPMOVER_TXT_001266	キャプテン・ティーガー
IDS_PROPMOVER_TXT_001267	
IDS_PROPMOVER_TXT_001268	スモール・ドリアン
IDS_PROPMOVER_TXT_001269	
IDS_PROPMOVER_TXT_001270	ドリアン
IDS_PROPMOVER_TXT_001271	
IDS_PROPMOVER_TXT_001272	キャプテン・ドリアン
IDS_PROPMOVER_TXT_001273	
IDS_PROPMOVER_TXT_001274	スモール・メレー
IDS_PROPMOVER_TXT_001275	
IDS_PROPMOVER_TXT_001276	メレー
IDS_PROPMOVER_TXT_001277	
IDS_PROPMOVER_TXT_001278	キャプテン・メレー
IDS_PROPMOVER_TXT_001279	
IDS_PROPMOVER_TXT_001280	[ﾚｲﾝﾎﾞｰの精霊]レッド
IDS_PROPMOVER_TXT_001281	
IDS_PROPMOVER_TXT_001282	[ﾚｲﾝﾎﾞｰの精霊]オレンジ
IDS_PROPMOVER_TXT_001283	
IDS_PROPMOVER_TXT_001284	[ﾚｲﾝﾎﾞｰの精霊]イエロー
IDS_PROPMOVER_TXT_001285	
IDS_PROPMOVER_TXT_001286	[ﾚｲﾝﾎﾞｰの精霊]グリーン
IDS_PROPMOVER_TXT_001287	
IDS_PROPMOVER_TXT_001288	[ﾚｲﾝﾎﾞｰの精霊]ブルー
IDS_PROPMOVER_TXT_001289	
IDS_PROPMOVER_TXT_001290	[ﾚｲﾝﾎﾞｰの精霊]インディゴ 
IDS_PROPMOVER_TXT_001291	
IDS_PROPMOVER_TXT_001292	[ﾚｲﾝﾎﾞｰの精霊]バイオレット
IDS_PROPMOVER_TXT_001293	
IDS_PROPMOVER_TXT_001294	[ﾚｲﾝﾎﾞｰｸｲｰﾝ]イメル
IDS_PROPMOVER_TXT_001295	
IDS_PROPMOVER_TXT_001296	
IDS_PROPMOVER_TXT_001297	
IDS_PROPMOVER_TXT_001298	ガーディアン
IDS_PROPMOVER_TXT_001299	
IDS_PROPMOVER_TXT_001300	「ギルド対戦マネージャー」フランキー
IDS_PROPMOVER_TXT_001301	
IDS_PROPMOVER_TXT_001302	「ギルド対戦マネージャー」ドナリス
IDS_PROPMOVER_TXT_001303	
IDS_PROPMOVER_TXT_001304	「1vs1ギルド対戦マネージャー」アーモス
IDS_PROPMOVER_TXT_001305	
IDS_PROPMOVER_TXT_001306	「1vs1ギルド対戦マネージャー」エーニー
IDS_PROPMOVER_TXT_001307	
IDS_PROPMOVER_TXT_001308	「アレーナー管理者」レイ
IDS_PROPMOVER_TXT_001309	
IDS_PROPMOVER_TXT_001310	市場
IDS_PROPMOVER_TXT_001311	
IDS_PROPMOVER_TXT_001312	チャーリー
IDS_PROPMOVER_TXT_001313	
IDS_PROPMOVER_TXT_001314	子供の雪だるま
IDS_PROPMOVER_TXT_001315	
IDS_PROPMOVER_TXT_001316	父親の雪だるま
IDS_PROPMOVER_TXT_001317	
IDS_PROPMOVER_TXT_001318	ゴウダンブルドッグ
IDS_PROPMOVER_TXT_001319	
IDS_PROPMOVER_TXT_001320	エンシェントファントム
IDS_PROPMOVER_TXT_001321	
IDS_PROPMOVER_TXT_001322	ブレッキンシーサー
IDS_PROPMOVER_TXT_001323	
IDS_PROPMOVER_TXT_001324	ジェントルアウル
IDS_PROPMOVER_TXT_001325	
IDS_PROPMOVER_TXT_001326	ベルドール
IDS_PROPMOVER_TXT_001327	
IDS_PROPMOVER_TXT_001328	エランロボット
IDS_PROPMOVER_TXT_001329	
IDS_PROPMOVER_TXT_001330	リトル・ヴァン
IDS_PROPMOVER_TXT_001331	
IDS_PROPMOVER_TXT_001332	パンダ
IDS_PROPMOVER_TXT_001333	
IDS_PROPMOVER_TXT_001334	ルビー・ティーガー
IDS_PROPMOVER_TXT_001335	
IDS_PROPMOVER_TXT_001336	サファイア・ティーガー
IDS_PROPMOVER_TXT_001337	
IDS_PROPMOVER_TXT_001338	エメラルド・ティーガー
IDS_PROPMOVER_TXT_001339	
IDS_PROPMOVER_TXT_001340	スモール・クローヘル
IDS_PROPMOVER_TXT_001341	
IDS_PROPMOVER_TXT_001342	クローヘル
IDS_PROPMOVER_TXT_001343	
IDS_PROPMOVER_TXT_001344	キャプテン・クローヘル
IDS_PROPMOVER_TXT_001345	
IDS_PROPMOVER_TXT_001346	ジャイアント・クローヘル
IDS_PROPMOVER_TXT_001347	
IDS_PROPMOVER_TXT_001348	スモール・フリンカー
IDS_PROPMOVER_TXT_001349	
IDS_PROPMOVER_TXT_001350	フリンカー
IDS_PROPMOVER_TXT_001351	
IDS_PROPMOVER_TXT_001352	キャプテン・フリンカー
IDS_PROPMOVER_TXT_001353	
IDS_PROPMOVER_TXT_001354	ジャイアント・フリンカー
IDS_PROPMOVER_TXT_001355	
IDS_PROPMOVER_TXT_001356	スモール・トードリン
IDS_PROPMOVER_TXT_001357	
IDS_PROPMOVER_TXT_001358	トードリン
IDS_PROPMOVER_TXT_001359	
IDS_PROPMOVER_TXT_001360	キャプテン・トードリン
IDS_PROPMOVER_TXT_001361	
IDS_PROPMOVER_TXT_001362	ジャイアント・トードリン
IDS_PROPMOVER_TXT_001363	
IDS_PROPMOVER_TXT_001364	スモール・ホットサーラ
IDS_PROPMOVER_TXT_001365	
IDS_PROPMOVER_TXT_001366	ホットサーラ
IDS_PROPMOVER_TXT_001367	
IDS_PROPMOVER_TXT_001368	キャプテン・ホットサーラ
IDS_PROPMOVER_TXT_001369	
IDS_PROPMOVER_TXT_001370	ジャイアント・ホットサーラ
IDS_PROPMOVER_TXT_001371	
IDS_PROPMOVER_TXT_001372	スモール・バケン
IDS_PROPMOVER_TXT_001373	
IDS_PROPMOVER_TXT_001374	バケン
IDS_PROPMOVER_TXT_001375	
IDS_PROPMOVER_TXT_001376	キャプテン・バケン
IDS_PROPMOVER_TXT_001377	
IDS_PROPMOVER_TXT_001378	ジャイアント・バケン
IDS_PROPMOVER_TXT_001379	
IDS_PROPMOVER_TXT_001380	ワーカーアント
IDS_PROPMOVER_TXT_001381	
IDS_PROPMOVER_TXT_001382	サベッジアント
IDS_PROPMOVER_TXT_001383	
IDS_PROPMOVER_TXT_001384	キラーアント
IDS_PROPMOVER_TXT_001385	
IDS_PROPMOVER_TXT_001386	トラソルテオトル
IDS_PROPMOVER_TXT_001387	
IDS_PROPMOVER_TXT_001388	スコロペント
IDS_PROPMOVER_TXT_001389	
IDS_PROPMOVER_TXT_001390	スコロペンドリド
IDS_PROPMOVER_TXT_001391	
IDS_PROPMOVER_TXT_001392	スカラーペンドリド
IDS_PROPMOVER_TXT_001393	
IDS_PROPMOVER_TXT_001394	ギルタブ
IDS_PROPMOVER_TXT_001395	
IDS_PROPMOVER_TXT_001396	ダーティラット
IDS_PROPMOVER_TXT_001397	
IDS_PROPMOVER_TXT_001398	モルドラット
IDS_PROPMOVER_TXT_001399	
IDS_PROPMOVER_TXT_001400	ベノムラット
IDS_PROPMOVER_TXT_001401	
IDS_PROPMOVER_TXT_001402	オブスキュアー
IDS_PROPMOVER_TXT_001403	
IDS_PROPMOVER_TXT_001404	ライカノス
IDS_PROPMOVER_TXT_001405	
IDS_PROPMOVER_TXT_001406	アークヴァンパイア
IDS_PROPMOVER_TXT_001407	
IDS_PROPMOVER_TXT_001408	ワーカーアントオブヘル
IDS_PROPMOVER_TXT_001409	
IDS_PROPMOVER_TXT_001410	サベッジアントオブヘル
IDS_PROPMOVER_TXT_001411	
IDS_PROPMOVER_TXT_001412	キラーアントオブヘル
IDS_PROPMOVER_TXT_001413	
IDS_PROPMOVER_TXT_001414	トラソルテオトルオブヘル
IDS_PROPMOVER_TXT_001415	
IDS_PROPMOVER_TXT_001416	スコロペントオブヘル
IDS_PROPMOVER_TXT_001417	
IDS_PROPMOVER_TXT_001418	スコロペンドリドオブヘル
IDS_PROPMOVER_TXT_001419	
IDS_PROPMOVER_TXT_001420	スカラーペンドリドオブヘル
IDS_PROPMOVER_TXT_001421	
IDS_PROPMOVER_TXT_001422	ギルタブオブヘル
IDS_PROPMOVER_TXT_001423	
IDS_PROPMOVER_TXT_001424	ダーティラットオブヘル
IDS_PROPMOVER_TXT_001425	
IDS_PROPMOVER_TXT_001426	モルドラットオブヘル
IDS_PROPMOVER_TXT_001427	
IDS_PROPMOVER_TXT_001428	ベノムラットオブヘル
IDS_PROPMOVER_TXT_001429	
IDS_PROPMOVER_TXT_001430	オブスキュアーオブヘル
IDS_PROPMOVER_TXT_001431	
IDS_PROPMOVER_TXT_001432	ライカノス・インフェルノ
IDS_PROPMOVER_TXT_001433	
IDS_PROPMOVER_TXT_001434	ヴァンパイア・オーバーロード
IDS_PROPMOVER_TXT_001435	
IDS_PROPMOVER_TXT_001436	[クエスト依頼所]ザノ
IDS_PROPMOVER_TXT_001437	
IDS_PROPMOVER_TXT_001438	ルカ
IDS_PROPMOVER_TXT_001439	
IDS_PROPMOVER_TXT_001440	[探索隊長]ベスプー
IDS_PROPMOVER_TXT_001441	
IDS_PROPMOVER_TXT_001442	ラサ
IDS_PROPMOVER_TXT_001443	
IDS_PROPMOVER_TXT_001444	ライアン
IDS_PROPMOVER_TXT_001445	
IDS_PROPMOVER_TXT_001446	オウム
IDS_PROPMOVER_TXT_001447	
IDS_PROPMOVER_TXT_001448	エト
IDS_PROPMOVER_TXT_001449	
IDS_PROPMOVER_TXT_001450	トンイ
IDS_PROPMOVER_TXT_001451	
IDS_PROPMOVER_TXT_001452	超合金ハルモニオン
IDS_PROPMOVER_TXT_001453	
IDS_PROPMOVER_TXT_001454	ミスベトナム
IDS_PROPMOVER_TXT_001455	
IDS_PROPMOVER_TXT_001456	モコモッチ
IDS_PROPMOVER_TXT_001457	
IDS_PROPMOVER_TXT_001458	[テレポーター]キャロライン
IDS_PROPMOVER_TXT_001459	
IDS_PROPMOVER_TXT_001460	ポンスケ
IDS_PROPMOVER_TXT_001461	
IDS_PROPMOVER_TXT_001462	
IDS_PROPMOVER_TXT_001463	
IDS_PROPMOVER_TXT_001464	セリア
IDS_PROPMOVER_TXT_001465	
IDS_PROPMOVER_TXT_001466	[伝説の師匠]ロッテンマイヤー
IDS_PROPMOVER_TXT_001467	
IDS_PROPMOVER_TXT_001468	スケルトンジャッカル
IDS_PROPMOVER_TXT_001469	
IDS_PROPMOVER_TXT_001470	スケルトンウォリアー
IDS_PROPMOVER_TXT_001471	
IDS_PROPMOVER_TXT_001472	スケルトンランサー
IDS_PROPMOVER_TXT_001473	
IDS_PROPMOVER_TXT_001474	スケルトンメイジ
IDS_PROPMOVER_TXT_001475	
IDS_PROPMOVER_TXT_001476	スケルトンアサシン
IDS_PROPMOVER_TXT_001477	
IDS_PROPMOVER_TXT_001478	スケルトンファイター
IDS_PROPMOVER_TXT_001479	
IDS_PROPMOVER_TXT_001480	スケルトンプリンス
IDS_PROPMOVER_TXT_001481	
IDS_PROPMOVER_TXT_001482	スケルトングリフォン 
IDS_PROPMOVER_TXT_001483	
IDS_PROPMOVER_TXT_001484	スケルトンプレデター
IDS_PROPMOVER_TXT_001485	　
IDS_PROPMOVER_TXT_001486	スケルトングラディエイター
IDS_PROPMOVER_TXT_001487	
IDS_PROPMOVER_TXT_001488	スケルトンシャーマン
IDS_PROPMOVER_TXT_001489	
IDS_PROPMOVER_TXT_001490	スケルトンソーサラー
IDS_PROPMOVER_TXT_001491	
IDS_PROPMOVER_TXT_001492	デスロード
IDS_PROPMOVER_TXT_001493	
IDS_PROPMOVER_TXT_001494	[ベテランテレポーター]ポーチェ
IDS_PROPMOVER_TXT_001495	
IDS_PROPMOVER_TXT_001496	クリスマスサンタ
IDS_PROPMOVER_TXT_001497	
IDS_PROPMOVER_TXT_001498	スノーウィ
IDS_PROPMOVER_TXT_001499	
IDS_PROPMOVER_TXT_001500	ポーチェ
IDS_PROPMOVER_TXT_001501	
IDS_PROPMOVER_TXT_001502	キャロライン
IDS_PROPMOVER_TXT_001503	
IDS_PROPMOVER_TXT_001504	ハイブリッドライカン
IDS_PROPMOVER_TXT_001505	
IDS_PROPMOVER_TXT_001506	ミネルヴァストーン
IDS_PROPMOVER_TXT_001507	
IDS_PROPMOVER_TXT_001508	メルクリウスストーン
IDS_PROPMOVER_TXT_001509	
IDS_PROPMOVER_TXT_001510	ディアナストーン
IDS_PROPMOVER_TXT_001511	
IDS_PROPMOVER_TXT_001512	マルスストーン
IDS_PROPMOVER_TXT_001513	
IDS_PROPMOVER_TXT_001514	ケレスストーン
IDS_PROPMOVER_TXT_001515	
IDS_PROPMOVER_TXT_001516	ドレイクストーン
IDS_PROPMOVER_TXT_001517	
IDS_PROPMOVER_TXT_001518	エキドナ
IDS_PROPMOVER_TXT_001519	
IDS_PROPMOVER_TXT_001520	スキュラ
IDS_PROPMOVER_TXT_001521	
IDS_PROPMOVER_TXT_001522	サテュロス
IDS_PROPMOVER_TXT_001523	
IDS_PROPMOVER_TXT_001524	ニニス
IDS_PROPMOVER_TXT_001525	
IDS_PROPMOVER_TXT_001526	ソルジャー・ワタングカ
IDS_PROPMOVER_TXT_001527	
IDS_PROPMOVER_TXT_001528	シャーマン・ワタングカ
IDS_PROPMOVER_TXT_001529	
IDS_PROPMOVER_TXT_001530	ヘルギガース
IDS_PROPMOVER_TXT_001531	
IDS_PROPMOVER_TXT_001532	変異エキドナ
IDS_PROPMOVER_TXT_001533	 
IDS_PROPMOVER_TXT_001534	変異スキュラ
IDS_PROPMOVER_TXT_001535	 
IDS_PROPMOVER_TXT_001536	変異サテュロス
IDS_PROPMOVER_TXT_001537	 
IDS_PROPMOVER_TXT_001538	変異ニニス
IDS_PROPMOVER_TXT_001539	 
IDS_PROPMOVER_TXT_001540	変異ソルジャー・ワタングカ
IDS_PROPMOVER_TXT_001541	 
IDS_PROPMOVER_TXT_001542	変異シャーマン・ワタングカ
IDS_PROPMOVER_TXT_001543	 
IDS_PROPMOVER_TXT_001544	バリアント・ヘルギガース
IDS_PROPMOVER_TXT_001545	
IDS_PROPMOVER_TXT_001546	ギガースの憤怒
IDS_PROPMOVER_TXT_001547	
IDS_PROPMOVER_TXT_001548	ギガースの絶望
IDS_PROPMOVER_TXT_001549	
IDS_PROPMOVER_TXT_001550	ギガースの悲哀
IDS_PROPMOVER_TXT_001551	
IDS_PROPMOVER_TXT_001552	ギガースの憎悪
IDS_PROPMOVER_TXT_001553	
IDS_PROPMOVER_TXT_001554	砂漠狐
IDS_PROPMOVER_TXT_001555	
IDS_PROPMOVER_TXT_001556	アミナスワンワン
IDS_PROPMOVER_TXT_001557	
IDS_PROPMOVER_TXT_001558	幼い雪女
IDS_PROPMOVER_TXT_001559	
IDS_PROPMOVER_TXT_001560	コアラ
IDS_PROPMOVER_TXT_001561	
IDS_PROPMOVER_TXT_001562	情報無し
IDS_PROPMOVER_TXT_001563	
IDS_PROPMOVER_TXT_001564	スマイルキャット
IDS_PROPMOVER_TXT_001565	
IDS_PROPMOVER_TXT_001566	ドリームラビット
IDS_PROPMOVER_TXT_001567	
IDS_PROPMOVER_TXT_001568	かわいい白トラ
IDS_PROPMOVER_TXT_001569	
IDS_PROPMOVER_TXT_001570	レビットガード
IDS_PROPMOVER_TXT_001571	
IDS_PROPMOVER_TXT_001572	タートルソード
IDS_PROPMOVER_TXT_001573	
IDS_PROPMOVER_TXT_001574	タートルファイター
IDS_PROPMOVER_TXT_001575	
IDS_PROPMOVER_TXT_001576	タートルアサシン
IDS_PROPMOVER_TXT_001577	
IDS_PROPMOVER_TXT_001578	タートルアックス
IDS_PROPMOVER_TXT_001579	
IDS_PROPMOVER_TXT_001580	タートルスピア
IDS_PROPMOVER_TXT_001581	
IDS_PROPMOVER_TXT_001582	タートルキング
IDS_PROPMOVER_TXT_001583	
IDS_PROPMOVER_TXT_001584	ババリオ
IDS_PROPMOVER_TXT_001585	
IDS_PROPMOVER_TXT_001586	骸骨
IDS_PROPMOVER_TXT_001587	
IDS_PROPMOVER_TXT_001588	モコモッチ
IDS_PROPMOVER_TXT_001589	
IDS_PROPMOVER_TXT_001590	ジョニー
IDS_PROPMOVER_TXT_001591	
IDS_PROPMOVER_TXT_001592	CLOCKWORKBUTLER
IDS_PROPMOVER_TXT_001593	
IDS_PROPMOVER_TXT_001594	呪われた石像
IDS_PROPMOVER_TXT_001595	
IDS_PROPMOVER_TXT_001596	死の精霊トゥーラ
IDS_PROPMOVER_TXT_001597	
IDS_PROPMOVER_TXT_001598	死の精霊ウムトゥーラ
IDS_PROPMOVER_TXT_001599	
IDS_PROPMOVER_TXT_001600	死の精霊オムニス
IDS_PROPMOVER_TXT_001601	
IDS_PROPMOVER_TXT_001602	死の精霊バグニス
IDS_PROPMOVER_TXT_001603	
IDS_PROPMOVER_TXT_001604	ベヒモスガーディアン
IDS_PROPMOVER_TXT_001605	
IDS_PROPMOVER_TXT_001606	神獣ベヒモス
IDS_PROPMOVER_TXT_001607	
IDS_PROPMOVER_TXT_001608	ワークウルフ
IDS_PROPMOVER_TXT_001609	
IDS_PROPMOVER_TXT_001610	ライカンガード
IDS_PROPMOVER_TXT_001611	
IDS_PROPMOVER_TXT_001612	ライカンセンチネル
IDS_PROPMOVER_TXT_001613	
IDS_PROPMOVER_TXT_001614	ライカンアーチャー
IDS_PROPMOVER_TXT_001615	
IDS_PROPMOVER_TXT_001616	ライカンソーサラー
IDS_PROPMOVER_TXT_001617	
IDS_PROPMOVER_TXT_001618	ライカンウォーリアー
IDS_PROPMOVER_TXT_001619	
IDS_PROPMOVER_TXT_001620	ライカンバルガ
IDS_PROPMOVER_TXT_001621	
IDS_PROPMOVER_TXT_001622	闘牛士
IDS_PROPMOVER_TXT_001623	
IDS_PROPMOVER_TXT_001624	怪しげな茂み
IDS_PROPMOVER_TXT_001625	
IDS_PROPMOVER_TXT_001626	[官公署]ルイラン
IDS_PROPMOVER_TXT_001627	
IDS_PROPMOVER_TXT_001628	[族長]フンツラン
IDS_PROPMOVER_TXT_001629	
IDS_PROPMOVER_TXT_001630	[依頼所]ミウラン
IDS_PROPMOVER_TXT_001631	
IDS_PROPMOVER_TXT_001632	[魔法]マウラン
IDS_PROPMOVER_TXT_001633	
IDS_PROPMOVER_TXT_001634	[武器]カルラン
IDS_PROPMOVER_TXT_001635	
IDS_PROPMOVER_TXT_001636	[アリーナ管理人]ラルバダン
IDS_PROPMOVER_TXT_001637	
IDS_PROPMOVER_TXT_001638	[警備隊長]レルガントス
IDS_PROPMOVER_TXT_001639	
IDS_PROPMOVER_TXT_001640	[科学者]ミリオン
IDS_PROPMOVER_TXT_001641	
IDS_PROPMOVER_TXT_001642	[防具]カーラン
IDS_PROPMOVER_TXT_001643	
IDS_PROPMOVER_TXT_001644	[シールドショップ]クーラン
IDS_PROPMOVER_TXT_001645	
IDS_PROPMOVER_TXT_001646	[ステーション]ヘイラン
IDS_PROPMOVER_TXT_001647	
IDS_PROPMOVER_TXT_001648	[フード]アラン
IDS_PROPMOVER_TXT_001649	
IDS_PROPMOVER_TXT_001650	[雑貨]マユラン
IDS_PROPMOVER_TXT_001651	
IDS_PROPMOVER_TXT_001652	[ビルポスター上級教官]パト
IDS_PROPMOVER_TXT_001653	
IDS_PROPMOVER_TXT_001654	[レンジャー上級教官]メイアルン
IDS_PROPMOVER_TXT_001655	
IDS_PROPMOVER_TXT_001656	[エレメンター上級教官]ハウラン
IDS_PROPMOVER_TXT_001657	
IDS_PROPMOVER_TXT_001658	[精錬専門家]ルタム
IDS_PROPMOVER_TXT_001659	
IDS_PROPMOVER_TXT_001660	[宝石専門家]ライア
IDS_PROPMOVER_TXT_001661	
IDS_PROPMOVER_TXT_001662	[マイルーム管理]ハリー
IDS_PROPMOVER_TXT_001663	
IDS_PROPMOVER_TXT_001664	[ギルドハウス管理人]ロデルラ
IDS_PROPMOVER_TXT_001665	
IDS_PROPMOVER_TXT_001666	[カードマスター]エピ
IDS_PROPMOVER_TXT_001667	
IDS_PROPMOVER_TXT_001668	[メイクアップアーティスト]ヒューリ
IDS_PROPMOVER_TXT_001669	
IDS_PROPMOVER_TXT_001670	[ヘアーデザイナー]ジェルガ
IDS_PROPMOVER_TXT_001671	
IDS_PROPMOVER_TXT_001672	[レッドチップ商人]ルオーホーリ
IDS_PROPMOVER_TXT_001673	
IDS_PROPMOVER_TXT_001674	とげとげしっぽのドラゴン
IDS_PROPMOVER_TXT_001675	
IDS_PROPMOVER_TXT_001676	ベヒモスの石像
IDS_PROPMOVER_TXT_001677	
IDS_PROPMOVER_TXT_001678	[黄金武器交換クーポン NPC]ロミナ
IDS_PROPMOVER_TXT_001679	
IDS_PROPMOVER_TXT_001680	[ペットテイマー]チェイラン
IDS_PROPMOVER_TXT_001681	
IDS_PROPMOVER_TXT_001682	[ブレード上級教官]カル
IDS_PROPMOVER_TXT_001683	
IDS_PROPMOVER_TXT_001684	[リングマスター上級教官]イシルリース
IDS_PROPMOVER_TXT_001685	
IDS_PROPMOVER_TXT_001686	[サイキーパー上級教官]ロメイン
IDS_PROPMOVER_TXT_001687	
IDS_PROPMOVER_TXT_001688	[ナイト上級教官]エンブレム
IDS_PROPMOVER_TXT_001689	
IDS_PROPMOVER_TXT_001690	[ジェスター上級教官]ブランカ
IDS_PROPMOVER_TXT_001691	
IDS_PROPMOVER_TXT_001692	ラン警備兵
IDS_PROPMOVER_TXT_001693	
IDS_PROPMOVER_TXT_001694	ミューラン警備兵
IDS_PROPMOVER_TXT_001695	
IDS_PROPMOVER_TXT_001696	精錬精霊ピヨ
IDS_PROPMOVER_TXT_001697	
IDS_PROPMOVER_TXT_001698	精錬精霊ウッディー
IDS_PROPMOVER_TXT_001699	
IDS_PROPMOVER_TXT_001700	すべすべする羊
