IDS_PROPITEM_TXT_000000	一般
IDS_PROPITEM_TXT_011004	菲律賓氣球
IDS_PROPITEM_TXT_011005	HP提升200的美麗氣球
IDS_PROPITEM_TXT_011006	OMG氣球
IDS_PROPITEM_TXT_011007	HP提升200的漂亮氣球
IDS_PROPITEM_TXT_011008	泰國氣球
IDS_PROPITEM_TXT_011009	HP提升200的美麗氣球
IDS_PROPITEM_TXT_011010	越南氣球
IDS_PROPITEM_TXT_011011	HP提升200的美麗氣球
IDS_PROPITEM_TXT_011012	智利氣球
IDS_PROPITEM_TXT_011013	HP提升200的美麗氣球
IDS_PROPITEM_TXT_011014	UR GAME氣球
IDS_PROPITEM_TXT_011015	會使其上升HP+200的漂亮氣球
IDS_PROPITEM_TXT_011016	淋浴頭巾(男)
IDS_PROPITEM_TXT_011017	
IDS_PROPITEM_TXT_011018	淋浴袍(男)
IDS_PROPITEM_TXT_011019	
IDS_PROPITEM_TXT_011020	淋浴手套(男)
IDS_PROPITEM_TXT_011021	
IDS_PROPITEM_TXT_011022	淋浴拖鞋(男)
IDS_PROPITEM_TXT_011023	
IDS_PROPITEM_TXT_011024	淋浴袍套裝(男)
IDS_PROPITEM_TXT_011025	
IDS_PROPITEM_TXT_011026	淋浴頭帶(女)
IDS_PROPITEM_TXT_011027	
IDS_PROPITEM_TXT_011028	淋浴袍(女)
IDS_PROPITEM_TXT_011029	
IDS_PROPITEM_TXT_011030	淋浴手套(女)
IDS_PROPITEM_TXT_011031	
IDS_PROPITEM_TXT_011032	淋浴拖鞋(女)
IDS_PROPITEM_TXT_011033	
IDS_PROPITEM_TXT_011034	淋浴袍套裝(女)
IDS_PROPITEM_TXT_011035	
IDS_PROPITEM_TXT_011036	神之翼(白)
IDS_PROPITEM_TXT_011037	
IDS_PROPITEM_TXT_011038	墮落天使之翼(黑)
IDS_PROPITEM_TXT_011039	
IDS_PROPITEM_TXT_011040	俄羅斯披風
IDS_PROPITEM_TXT_011041	
IDS_PROPITEM_TXT_011042	越南披風
IDS_PROPITEM_TXT_011043	
IDS_PROPITEM_TXT_011044	可愛的鸚鵡欄
IDS_PROPITEM_TXT_011045	可招喚或解除可愛的鸚鵡,招喚時可自動撿取在週邊的物品.
IDS_PROPITEM_TXT_011046	眼鏡禮盒1 Ver.2
IDS_PROPITEM_TXT_011047	可以獲得各種太陽眼鏡和眼鏡等物品.
IDS_PROPITEM_TXT_011048	眼鏡禮盒2 Ver.2
IDS_PROPITEM_TXT_011049	可以獲得各種太陽眼鏡和眼鏡等物品.
IDS_PROPITEM_TXT_011050	披風禮盒 Ver.2
IDS_PROPITEM_TXT_011051	隨機可獲得力量披風(力量+8)等的物品.
IDS_PROPITEM_TXT_011052	卷軸箱子(3種)
IDS_PROPITEM_TXT_011053	裡面有祝福,神聖,復活卷軸各10個.
IDS_PROPITEM_TXT_011054	天使翅膀(白)
IDS_PROPITEM_TXT_011055	
IDS_PROPITEM_TXT_011056	預言者翅膀(白)
IDS_PROPITEM_TXT_011057	
IDS_PROPITEM_TXT_011058	德國披風箱子(1天)
IDS_PROPITEM_TXT_011059	裝有可使用1天國旗斗篷(德國)的箱子(歸屬)
IDS_PROPITEM_TXT_011060	慶典箱子
IDS_PROPITEM_TXT_011061	
IDS_PROPITEM_TXT_011062	啤酒花
IDS_PROPITEM_TXT_011063	
IDS_PROPITEM_TXT_011064	麥芽
IDS_PROPITEM_TXT_011065	
IDS_PROPITEM_TXT_011066	啤酒製造器
IDS_PROPITEM_TXT_011067	
IDS_PROPITEM_TXT_011068	吸血武器箱子
IDS_PROPITEM_TXT_011069	
IDS_PROPITEM_TXT_011070	幸運翅膀箱子
IDS_PROPITEM_TXT_011071	裝有翅膀(30天)的幸運箱子
IDS_PROPITEM_TXT_011072	力量之動力(等級1)
IDS_PROPITEM_TXT_011073	使力量+3的動力(1小時)
IDS_PROPITEM_TXT_011074	敏捷之動力(等級1)
IDS_PROPITEM_TXT_011075	使敏捷增+3的動力(1小時)
IDS_PROPITEM_TXT_011076	等離子粒子
IDS_PROPITEM_TXT_011077	擁有特殊能量的粒子
IDS_PROPITEM_TXT_011078	超光速粒子
IDS_PROPITEM_TXT_011079	擁有不安定能量的粒子
IDS_PROPITEM_TXT_011080	魔法禮盒
IDS_PROPITEM_TXT_011081	
IDS_PROPITEM_TXT_011082	紅糖球
IDS_PROPITEM_TXT_011083	紅色透明的糖球,如果服用,在3分鐘內力量會提升5
IDS_PROPITEM_TXT_011084	透明糖球
IDS_PROPITEM_TXT_011085	無色透明糖球.如果服用,在3分鐘內智力會提升5
IDS_PROPITEM_TXT_011086	黃糖球
IDS_PROPITEM_TXT_011087	黃色透明糖球,如果服用,在3分鐘內敏捷會提升5
IDS_PROPITEM_TXT_011088	粉紅小洋傘
IDS_PROPITEM_TXT_011089	聽說是從天空上掉下來的洋傘.帶在身上會有幸福的感覺.
IDS_PROPITEM_TXT_011090	荷蜜娜(女)(7天)
IDS_PROPITEM_TXT_011091	裝有女性荷蜜娜套組7天用的箱子
IDS_PROPITEM_TXT_011092	交換卷
IDS_PROPITEM_TXT_011093	
IDS_PROPITEM_TXT_011094	軍青色小圓餅
IDS_PROPITEM_TXT_011095	使用時,可提升力量3和暴擊率5%
IDS_PROPITEM_TXT_011096	桃紅色小圓餅
IDS_PROPITEM_TXT_011097	使用時,可提升體力3和防禦力30
IDS_PROPITEM_TXT_011098	淡綠色小圓餅
IDS_PROPITEM_TXT_011099	使用時,可提升智力3和魔法施展時間-5%
IDS_PROPITEM_TXT_011100	紅豆小圓餅
IDS_PROPITEM_TXT_011101	使用時,可提升敏捷3和迴避率5%
IDS_PROPITEM_TXT_011102	黃金色小圓餅
IDS_PROPITEM_TXT_011103	使用時,可提升攻擊速度5%和命中率5%
IDS_PROPITEM_TXT_011104	翅膀箱子(體驗版)
IDS_PROPITEM_TXT_011105	裝有翅膀(1天)的箱子.
IDS_PROPITEM_TXT_011106	NESCAFE 3-IN-1 STICKS
IDS_PROPITEM_TXT_011107	
IDS_PROPITEM_TXT_011108	智能之動力(等級1)
IDS_PROPITEM_TXT_011109	使智力+3的動力(1小時)
IDS_PROPITEM_TXT_011110	體力之動力(等級1)
IDS_PROPITEM_TXT_011111	使體力+3的動力(1小時)
IDS_PROPITEM_TXT_011112	增加傷害之動力(等級1)
IDS_PROPITEM_TXT_011113	使傷害+50的動力(1小時)
IDS_PROPITEM_TXT_011114	快速施展之動力(等級1)
IDS_PROPITEM_TXT_011115	使施展時間減少3%的動力(1小時)
IDS_PROPITEM_TXT_011116	勇猛的卡頓
IDS_PROPITEM_TXT_011117	著裝動力時，會賦予給角色自動獲得周邊物品的能力值。
IDS_PROPITEM_TXT_011118	動力欄位解除鑰匙
IDS_PROPITEM_TXT_011119	可以讓動力欄位活性化
IDS_PROPITEM_TXT_011120	靈魂的面具
IDS_PROPITEM_TXT_011121	萬聖節特製面具
IDS_PROPITEM_TXT_011122	宇宙制服帽(男)
IDS_PROPITEM_TXT_011123	
IDS_PROPITEM_TXT_011124	宇宙制服衣(男)
IDS_PROPITEM_TXT_011125	
IDS_PROPITEM_TXT_011126	宇宙制服手套(男)
IDS_PROPITEM_TXT_011127	
IDS_PROPITEM_TXT_011128	宇宙制服鞋(男)
IDS_PROPITEM_TXT_011129	
IDS_PROPITEM_TXT_011130	宇宙制服套裝(男)
IDS_PROPITEM_TXT_011131	裝有男性宇宙制服套裝的箱子
IDS_PROPITEM_TXT_011132	宇宙制服帽(女)
IDS_PROPITEM_TXT_011133	
IDS_PROPITEM_TXT_011134	宇宙制服衣(女)
IDS_PROPITEM_TXT_011135	
IDS_PROPITEM_TXT_011136	宇宙制服手套(女)
IDS_PROPITEM_TXT_011137	
IDS_PROPITEM_TXT_011138	宇宙制服鞋(女)
IDS_PROPITEM_TXT_011139	
IDS_PROPITEM_TXT_011140	宇宙制服套裝(女)
IDS_PROPITEM_TXT_011141	裝有女性宇宙制服套裝的箱子
IDS_PROPITEM_TXT_011142	鋼鐵帽子(男)
IDS_PROPITEM_TXT_011143	
IDS_PROPITEM_TXT_011144	鋼鐵衣(男)
IDS_PROPITEM_TXT_011145	
IDS_PROPITEM_TXT_011146	鋼鐵手套(男)
IDS_PROPITEM_TXT_011147	
IDS_PROPITEM_TXT_011148	鋼鐵鞋(男)
IDS_PROPITEM_TXT_011149	
IDS_PROPITEM_TXT_011150	鋼鐵套裝(男)
IDS_PROPITEM_TXT_011151	裝有男性鋼鐵套裝的箱子
IDS_PROPITEM_TXT_011152	鋼鐵帽子(女)
IDS_PROPITEM_TXT_011153	
IDS_PROPITEM_TXT_011154	鋼鐵衣(女)
IDS_PROPITEM_TXT_011155	
IDS_PROPITEM_TXT_011156	鋼鐵手套(女)
IDS_PROPITEM_TXT_011157	
IDS_PROPITEM_TXT_011158	鋼鐵鞋(女)
IDS_PROPITEM_TXT_011159	
IDS_PROPITEM_TXT_011160	鋼鐵套裝(女)
IDS_PROPITEM_TXT_011161	裝有女性鋼鐵套裝的箱子
IDS_PROPITEM_TXT_011162	偵探帽子(男)
IDS_PROPITEM_TXT_011163	
IDS_PROPITEM_TXT_011164	偵探衣(男)
IDS_PROPITEM_TXT_011165	
IDS_PROPITEM_TXT_011166	偵探手套(男)
IDS_PROPITEM_TXT_011167	
IDS_PROPITEM_TXT_011168	偵探鞋(男)
IDS_PROPITEM_TXT_011169	
IDS_PROPITEM_TXT_011170	偵探套裝(男)
IDS_PROPITEM_TXT_011171	裝有男性偵探套裝的箱子
IDS_PROPITEM_TXT_011172	偵探帽子(女)
IDS_PROPITEM_TXT_011173	
IDS_PROPITEM_TXT_011174	偵探衣(女)
IDS_PROPITEM_TXT_011175	
IDS_PROPITEM_TXT_011176	偵探手套(女)
IDS_PROPITEM_TXT_011177	
IDS_PROPITEM_TXT_011178	偵探鞋(女)
IDS_PROPITEM_TXT_011179	
IDS_PROPITEM_TXT_011180	偵探套裝(女)
IDS_PROPITEM_TXT_011181	裝有女性偵探套裝的箱子
IDS_PROPITEM_TXT_011182	最後英雄披風
IDS_PROPITEM_TXT_011183	
IDS_PROPITEM_TXT_011184	神之翼寶箱(白)
IDS_PROPITEM_TXT_011185	
IDS_PROPITEM_TXT_011186	墮落天使之翼寶箱(黑)
IDS_PROPITEM_TXT_011187	
IDS_PROPITEM_TXT_011188	天使翅膀(白)
IDS_PROPITEM_TXT_011189	
IDS_PROPITEM_TXT_011190	預言者翅膀(白)
IDS_PROPITEM_TXT_011191	
IDS_PROPITEM_TXT_011192	愛心爆竹(泰國01)
IDS_PROPITEM_TXT_011193	
IDS_PROPITEM_TXT_011194	愛心爆竹(泰國02)
IDS_PROPITEM_TXT_011195	
IDS_PROPITEM_TXT_011196	特別食物箱子
IDS_PROPITEM_TXT_011197	打開才會知道裡面有什麼!
IDS_PROPITEM_TXT_011198	特別趣味箱子
IDS_PROPITEM_TXT_011199	打開才會知道裡面有什麼!
IDS_PROPITEM_TXT_011200	解讀的日記 第2本
IDS_PROPITEM_TXT_011201	解讀了第2本汗莫尼日記的文件
IDS_PROPITEM_TXT_011202	疑問的箱子
IDS_PROPITEM_TXT_011203	裝有汗莫尼的日記第3本相關情報的箱子
IDS_PROPITEM_TXT_011204	疑問的卷軸
IDS_PROPITEM_TXT_011205	寫有有關汗莫尼日記相關情報的疑問卷軸
IDS_PROPITEM_TXT_011206	破碎的第3本碎片
IDS_PROPITEM_TXT_011207	第3本汗莫尼日記的一部份
IDS_PROPITEM_TXT_011208	解讀的第3本碎片
IDS_PROPITEM_TXT_011209	解讀完的破碎的第3本碎片
IDS_PROPITEM_TXT_011210	汗莫尼日記 第3本
IDS_PROPITEM_TXT_011211	紀錄有關汗莫尼的第3本日記
IDS_PROPITEM_TXT_011212	魔酒
IDS_PROPITEM_TXT_011213	存在在瑪德利賈大陸的珍貴的酒
IDS_PROPITEM_TXT_011214	紅粉末
IDS_PROPITEM_TXT_011215	擁有特殊功能的神祕粉末
IDS_PROPITEM_TXT_011216	秋天活動 NPC02 帽子
IDS_PROPITEM_TXT_011217	秋天活動NPC02愛用的帽子. 聽說帽子邊緣是第2隻的手,但詳細卻不明
IDS_PROPITEM_TXT_011218	秋天活動 NPC03 帽子
IDS_PROPITEM_TXT_011219	秋天活動NPC03愛用的帽子. 在帽子邊緣的是圓圓的曬乾的橘子,也就是乾橘
IDS_PROPITEM_TXT_011220	秋天活動 NPC04 帽子
IDS_PROPITEM_TXT_011221	秋天活動 NPC04愛用的帽子. 在帽子邊緣的寶石擁有龐大的魔力
IDS_PROPITEM_TXT_011222	摩奇可奇箱子
IDS_PROPITEM_TXT_011223	
IDS_PROPITEM_TXT_011224	大搜取機
IDS_PROPITEM_TXT_011225	可召喚或解除大搜取機.召喚時,會自動撿起周邊的物品
IDS_PROPITEM_TXT_011226	PC zone箱子
IDS_PROPITEM_TXT_011227	
IDS_PROPITEM_TXT_011228	半獸怪的羽毛
IDS_PROPITEM_TXT_011229	羽毛的香氣很香,因此當做製作香水的材料使用
IDS_PROPITEM_TXT_011230	銳利的脊椎
IDS_PROPITEM_TXT_011231	研究脊椎所使用的材料
IDS_PROPITEM_TXT_011232	強力的脊椎
IDS_PROPITEM_TXT_011233	開發強力防具所使用的材料
IDS_PROPITEM_TXT_011234	神聖的魔法書
IDS_PROPITEM_TXT_011235	破壞力強烈的魔法書
IDS_PROPITEM_TXT_011236	闇黑魔法珠
IDS_PROPITEM_TXT_011237	使用強烈闇黑魔法的珠子
IDS_PROPITEM_TXT_011238	神秘的碎片
IDS_PROPITEM_TXT_011239	史卡爾頓魔王的神秘碎片
IDS_PROPITEM_TXT_011240	狼的犬齒
IDS_PROPITEM_TXT_011241	銳利且強力的狼犬齒
IDS_PROPITEM_TXT_011242	皮革碎片
IDS_PROPITEM_TXT_011243	現存最好的皮革材質
IDS_PROPITEM_TXT_011244	象徵碎片
IDS_PROPITEM_TXT_011245	象徵史卡爾頓族群階級的碎片
IDS_PROPITEM_TXT_011246	魔法碎片
IDS_PROPITEM_TXT_011247	魔法師的法杖碎片
IDS_PROPITEM_TXT_011248	二道流劍身
IDS_PROPITEM_TXT_011249	刺客使用的銳利二道流劍的碎片
IDS_PROPITEM_TXT_011250	戰士的工具箱
IDS_PROPITEM_TXT_011251	裝有神秘工具的箱子
IDS_PROPITEM_TXT_011252	威嚴的角
IDS_PROPITEM_TXT_011253	象徵將軍力量的角
IDS_PROPITEM_TXT_011254	猛毒牙齒
IDS_PROPITEM_TXT_011255	沾有猛毒的眼鏡蛇牙齒
IDS_PROPITEM_TXT_011256	眼鏡蛇的鱗
IDS_PROPITEM_TXT_011257	當作高級綢緞材料使用的鱗
IDS_PROPITEM_TXT_011258	柔軟的毛
IDS_PROPITEM_TXT_011259	會自體發熱的神秘浣熊毛
IDS_PROPITEM_TXT_011260	雙手劍劍身
IDS_PROPITEM_TXT_011261	巨大且擁有強大力量的卡頓戰士的雙手劍碎片
IDS_PROPITEM_TXT_011262	金手環
IDS_PROPITEM_TXT_011263	戰士唐茲佩帶的疑問的手環
IDS_PROPITEM_TXT_011264	神秘假面
IDS_PROPITEM_TXT_011265	可以看到無法看到的地方的假面
IDS_PROPITEM_TXT_011266	巨大心臟
IDS_PROPITEM_TXT_011267	連死亡的人都可以拯救的神秘心臟
IDS_PROPITEM_TXT_011268	發光的猛毒牙齒
IDS_PROPITEM_TXT_011269	沾有猛毒的眼鏡蛇牙齒
IDS_PROPITEM_TXT_011270	發光的眼鏡蛇的鱗
IDS_PROPITEM_TXT_011271	當作高級綢緞材料使用的鱗
IDS_PROPITEM_TXT_011272	發光的柔軟的毛
IDS_PROPITEM_TXT_011273	會自體發熱的神秘浣熊毛
IDS_PROPITEM_TXT_011274	發光的雙手劍劍身
IDS_PROPITEM_TXT_011275	巨大且擁有強大力量的卡頓戰士的雙手劍碎片
IDS_PROPITEM_TXT_011276	發光的金手環
IDS_PROPITEM_TXT_011277	戰士唐茲佩帶的疑問的手環
IDS_PROPITEM_TXT_011278	發光的神秘假面
IDS_PROPITEM_TXT_011279	可以看到無法看到的地方的假面
IDS_PROPITEM_TXT_011280	發光的巨大心臟
IDS_PROPITEM_TXT_011281	連死亡的人都可以拯救的神秘心臟
IDS_PROPITEM_TXT_011282	公會床　
IDS_PROPITEM_TXT_011283	TEST用的床
IDS_PROPITEM_TXT_011284	公會桌
IDS_PROPITEM_TXT_011285	TEST用的桌子
IDS_PROPITEM_TXT_011286	大蒜
IDS_PROPITEM_TXT_011287	
IDS_PROPITEM_TXT_011288	受祝福的十字架
IDS_PROPITEM_TXT_011289	
IDS_PROPITEM_TXT_011290	van harlen項鍊
IDS_PROPITEM_TXT_011291	
IDS_PROPITEM_TXT_011292	Alchemy box
IDS_PROPITEM_TXT_011293	
IDS_PROPITEM_TXT_011294	星雲披風
IDS_PROPITEM_TXT_011295	
IDS_PROPITEM_TXT_011296	八極披風
IDS_PROPITEM_TXT_011297	
IDS_PROPITEM_TXT_011298	雙龍披風
IDS_PROPITEM_TXT_011299	
IDS_PROPITEM_TXT_011300	師生之情 (等級1)
IDS_PROPITEM_TXT_011301	
IDS_PROPITEM_TXT_011302	師生之情 (等級2)
IDS_PROPITEM_TXT_011303	
IDS_PROPITEM_TXT_011304	師生之情 (等級3)
IDS_PROPITEM_TXT_011305	
IDS_PROPITEM_TXT_011306	一般傳送機使用卷
IDS_PROPITEM_TXT_011307	從公會小屋可以直接傳送到特定的位置
IDS_PROPITEM_TXT_011308	孔雀蝴蝶翅膀
IDS_PROPITEM_TXT_011309	
IDS_PROPITEM_TXT_011310	艷蝶翅膀
IDS_PROPITEM_TXT_011311	
IDS_PROPITEM_TXT_011312	水紋蝶翅膀
IDS_PROPITEM_TXT_011313	
IDS_PROPITEM_TXT_011314	透明蝴蝶翅膀
IDS_PROPITEM_TXT_011315	
IDS_PROPITEM_TXT_011316	黑麗蜻蜓翅膀
IDS_PROPITEM_TXT_011317	
IDS_PROPITEM_TXT_011318	咒文極大化之動力(等級1)
IDS_PROPITEM_TXT_011319	使咒文極大化機率增加的動力(1小時)
IDS_PROPITEM_TXT_011320	近距離隔擋之動力(等級1)
IDS_PROPITEM_TXT_011321	使近距離隔擋率增加的動力(1小時)
IDS_PROPITEM_TXT_011322	遠距離隔擋之動力(等級1)
IDS_PROPITEM_TXT_011323	使遠距離隔擋率增加的動力(1小時)
IDS_PROPITEM_TXT_011324	爆擊之動力(等級1)
IDS_PROPITEM_TXT_011325	使爆擊機率增加的動力(1小時)
IDS_PROPITEM_TXT_011326	風之動力(等級1)
IDS_PROPITEM_TXT_011327	使移動速度增加的動力(1小時)
IDS_PROPITEM_TXT_011328	命中之動力(等級1)
IDS_PROPITEM_TXT_011329	使命中率增加的動力(1小時)
IDS_PROPITEM_TXT_011330	快手之動力(等級1)
IDS_PROPITEM_TXT_011331	使攻擊速度增加的動力(1小時)
IDS_PROPITEM_TXT_011332	攻擊之動力(等級1)
IDS_PROPITEM_TXT_011333	使攻擊力增加的動力(1小時)
IDS_PROPITEM_TXT_011334	防禦之動力(等級1)
IDS_PROPITEM_TXT_011335	使防禦力增加的動力(1小時)
IDS_PROPITEM_TXT_011336	魔法攻擊之動力(等級1)
IDS_PROPITEM_TXT_011337	使魔法攻擊力增加的動力(1小時)
IDS_PROPITEM_TXT_011338	迴避之動力(等級1)
IDS_PROPITEM_TXT_011339	使迴避率增加的動力(1小時)
IDS_PROPITEM_TXT_011340	祝福之動力(等級1)
IDS_PROPITEM_TXT_011341	使最大HP增加的動力(1小時)
IDS_PROPITEM_TXT_011342	低階吸血之動力(等級1)
IDS_PROPITEM_TXT_011343	讓每擊殺時,可以恢復一定HP的動力(1小時)
IDS_PROPITEM_TXT_011344	力量之動力(等級2)
IDS_PROPITEM_TXT_011345	使力量增加的動力(3天)
IDS_PROPITEM_TXT_011346	敏捷之動力(等級2)
IDS_PROPITEM_TXT_011347	使敏捷增加的動力(3天)
IDS_PROPITEM_TXT_011348	智能之動力(等級2)
IDS_PROPITEM_TXT_011349	使智力增加的動力(3天)
IDS_PROPITEM_TXT_011350	體力之動力(等級2)
IDS_PROPITEM_TXT_011351	使體力增加的動力(3天)
IDS_PROPITEM_TXT_011352	增加傷害之動力(等級2)
IDS_PROPITEM_TXT_011353	使傷害增加的動力(3天)
IDS_PROPITEM_TXT_011354	快速施展之動力(等級2)
IDS_PROPITEM_TXT_011355	使施展時間減少的動力(3天)
IDS_PROPITEM_TXT_011356	咒文極大化之動力(等級2)
IDS_PROPITEM_TXT_011357	使咒文極大化機率增加的動力(3天)
IDS_PROPITEM_TXT_011358	近距離隔擋之動力(等級2)
IDS_PROPITEM_TXT_011359	使近距離隔擋率增加的動力(3天)
IDS_PROPITEM_TXT_011360	遠距離隔擋之動力(等級2)
IDS_PROPITEM_TXT_011361	使遠距離隔擋率增加的動力(3天)
IDS_PROPITEM_TXT_011362	敏銳之動力(等級2)
IDS_PROPITEM_TXT_011363	使爆擊機率增加的動力(3天)
IDS_PROPITEM_TXT_011364	靈巧之動力(等級2)
IDS_PROPITEM_TXT_011365	致命打擊時增加追加傷害的動力(3天)
IDS_PROPITEM_TXT_011366	風之動力(等級2)
IDS_PROPITEM_TXT_011367	使移動速度增加的動力(3天)
IDS_PROPITEM_TXT_011368	命中之動力(等級2)
IDS_PROPITEM_TXT_011369	使命中率增加的動力(3天)
IDS_PROPITEM_TXT_011370	快手之動力(等級2)
IDS_PROPITEM_TXT_011371	使攻擊速度增加的動力(3天)
IDS_PROPITEM_TXT_011372	攻擊之動力(等級2)
IDS_PROPITEM_TXT_011373	使攻擊力增加的動力(3天)
IDS_PROPITEM_TXT_011374	防禦之動力(等級2)
IDS_PROPITEM_TXT_011375	使防禦力增加的動力(3天)
IDS_PROPITEM_TXT_011376	魔法攻擊之動力(等級2)
IDS_PROPITEM_TXT_011377	使魔法攻擊力增加的動力(3天)
IDS_PROPITEM_TXT_011378	迴避之動力(等級2)
IDS_PROPITEM_TXT_011379	使迴避率增加的動力(3天)
IDS_PROPITEM_TXT_011380	祝福之動力(等級2)
IDS_PROPITEM_TXT_011381	使最大HP增加的動力(3天)
IDS_PROPITEM_TXT_011382	低階吸血之動力(等級2)
IDS_PROPITEM_TXT_011383	讓每擊殺時,恢復一定HP的動力(3天)
IDS_PROPITEM_TXT_011384	獵人之動力(等級2)
IDS_PROPITEM_TXT_011385	和怪物戰鬥時，提升傷害的動力(3天)
IDS_PROPITEM_TXT_011386	戰士之動力(等級3)
IDS_PROPITEM_TXT_011387	使攻擊力和攻擊速度增加的動力(7天)
IDS_PROPITEM_TXT_011388	騎士之動力(等級3)
IDS_PROPITEM_TXT_011389	使防禦力和最大HP增加的動力(7天)
IDS_PROPITEM_TXT_011390	虛幻之動力(等級3)
IDS_PROPITEM_TXT_011391	使攻擊力和防禦力增加的動力(7天)
IDS_PROPITEM_TXT_011392	暗影之動力(等級3)
IDS_PROPITEM_TXT_011393	使命中率和攻擊速度增加的動力(7天)
IDS_PROPITEM_TXT_011394	依普利斯之動力(等級3)
IDS_PROPITEM_TXT_011395	使爆擊率增加和爆擊成功時增加追加傷害值的動力(7天)
IDS_PROPITEM_TXT_011396	新飛飛滑板
IDS_PROPITEM_TXT_011397	
IDS_PROPITEM_TXT_011398	德國飛飛滑板箱(7天)
IDS_PROPITEM_TXT_011399	裝有飛飛滑板(德國)7天用的箱子
IDS_PROPITEM_TXT_011400	武功勳章(歐洲)
IDS_PROPITEM_TXT_011401	
IDS_PROPITEM_TXT_011402	昆蟲翅膀箱子
IDS_PROPITEM_TXT_011403	裝有昆蟲翅膀(30天)的幸運箱子
IDS_PROPITEM_TXT_011404	Razer(美國)
IDS_PROPITEM_TXT_011405	
IDS_PROPITEM_TXT_011406	素質重置卷(歸屬)
IDS_PROPITEM_TXT_011407	
IDS_PROPITEM_TXT_011408	公會床(2LV)
IDS_PROPITEM_TXT_011409	TEST使用的床
IDS_PROPITEM_TXT_011410	公會小屋地板(TEST)
IDS_PROPITEM_TXT_011411	公會小屋專用地板
IDS_PROPITEM_TXT_011412	公會小屋壁紙(TEST)
IDS_PROPITEM_TXT_011413	公會小屋專用壁紙
IDS_PROPITEM_TXT_011414	休息的家具
IDS_PROPITEM_TXT_011415	設置時，會提升休息的氣力。
IDS_PROPITEM_TXT_011416	公會沙發(1LV)
IDS_PROPITEM_TXT_011417	TEST用公會沙發
IDS_PROPITEM_TXT_011418	公會書桌1LV)
IDS_PROPITEM_TXT_011419	TEST用公會書桌
IDS_PROPITEM_TXT_011420	公會椅子(1Lv)
IDS_PROPITEM_TXT_011421	TEST用公會椅子
IDS_PROPITEM_TXT_011422	公會書櫃(1LV)
IDS_PROPITEM_TXT_011423	TEST用公會書櫃
IDS_PROPITEM_TXT_011424	公會化妝台(1LV)
IDS_PROPITEM_TXT_011425	TEST用公會化妝台
IDS_PROPITEM_TXT_011426	公會衣櫃(1LV)
IDS_PROPITEM_TXT_011427	TEST用公會衣櫃
IDS_PROPITEM_TXT_011428	公會浴缸(1LV)
IDS_PROPITEM_TXT_011429	TEST用公會浴缸
IDS_PROPITEM_TXT_011430	公會床頭桌(1LV)
IDS_PROPITEM_TXT_011431	TEST用公會床頭桌
IDS_PROPITEM_TXT_011432	路查卡的單手劍
IDS_PROPITEM_TXT_011433	
IDS_PROPITEM_TXT_011434	路查卡的單手斧
IDS_PROPITEM_TXT_011435	
IDS_PROPITEM_TXT_011436	路查卡的雙手劍
IDS_PROPITEM_TXT_011437	
IDS_PROPITEM_TXT_011438	路查卡的雙手斧
IDS_PROPITEM_TXT_011439	
IDS_PROPITEM_TXT_011440	路查卡的拳套
IDS_PROPITEM_TXT_011441	
IDS_PROPITEM_TXT_011442	路查卡的法棒
IDS_PROPITEM_TXT_011443	
IDS_PROPITEM_TXT_011444	路查卡的法杖
IDS_PROPITEM_TXT_011445	
IDS_PROPITEM_TXT_011446	路查卡的權杖
IDS_PROPITEM_TXT_011447	
IDS_PROPITEM_TXT_011448	路查卡的弓箭
IDS_PROPITEM_TXT_011449	
IDS_PROPITEM_TXT_011450	路查卡的溜刃
IDS_PROPITEM_TXT_011451	
IDS_PROPITEM_TXT_011452	路基卡的水晶單手劍
IDS_PROPITEM_TXT_011453	
IDS_PROPITEM_TXT_011454	路基卡的水晶單手斧
IDS_PROPITEM_TXT_011455	
IDS_PROPITEM_TXT_011456	路基卡的水晶雙手劍
IDS_PROPITEM_TXT_011457	
IDS_PROPITEM_TXT_011458	路基卡的水晶雙手斧
IDS_PROPITEM_TXT_011459	
IDS_PROPITEM_TXT_011460	路基卡的水晶拳套
IDS_PROPITEM_TXT_011461	
IDS_PROPITEM_TXT_011462	路基卡的水晶法棒
IDS_PROPITEM_TXT_011463	
IDS_PROPITEM_TXT_011464	路基卡的水晶法杖
IDS_PROPITEM_TXT_011465	
IDS_PROPITEM_TXT_011466	路基卡的水晶權杖
IDS_PROPITEM_TXT_011467	
IDS_PROPITEM_TXT_011468	路基卡的水晶弓箭
IDS_PROPITEM_TXT_011469	
IDS_PROPITEM_TXT_011470	路基卡的水晶溜刃
IDS_PROPITEM_TXT_011471	
IDS_PROPITEM_TXT_011472	幸運翅膀箱子(香港)
IDS_PROPITEM_TXT_011473	裝有羽翼翅膀的箱子。
IDS_PROPITEM_TXT_011474	公會小屋歸還咒文書
IDS_PROPITEM_TXT_011475	不管在哪裡都可以進入公會小屋。
IDS_PROPITEM_TXT_011476	愛心果實
IDS_PROPITEM_TXT_011477	可以當作各種用途使用的愛心模樣的樹木果實。
IDS_PROPITEM_TXT_011478	聖誕箱(藍色)
IDS_PROPITEM_TXT_011479	會出現什麼東西呢？
IDS_PROPITEM_TXT_011480	聖誕箱(紅色)
IDS_PROPITEM_TXT_011481	會出現什麼東西呢？
IDS_PROPITEM_TXT_011482	蜜蠟
