IDS_PROPMOVER_TXT_000000	По умолчанию
IDS_PROPMOVER_TXT_001172	Слабая чупаката
IDS_PROPMOVER_TXT_001173	
IDS_PROPMOVER_TXT_001174	Чупаката
IDS_PROPMOVER_TXT_001175	
IDS_PROPMOVER_TXT_001176	Сильная чупаката
IDS_PROPMOVER_TXT_001177	
IDS_PROPMOVER_TXT_001178	Громадная чупаката
IDS_PROPMOVER_TXT_001179	
IDS_PROPMOVER_TXT_001180	Слабая никта
IDS_PROPMOVER_TXT_001181	
IDS_PROPMOVER_TXT_001182	Никта
IDS_PROPMOVER_TXT_001183	
IDS_PROPMOVER_TXT_001184	Сильная никта
IDS_PROPMOVER_TXT_001185	
IDS_PROPMOVER_TXT_001186	Асмодан
IDS_PROPMOVER_TXT_001187	
IDS_PROPMOVER_TXT_001188	Вальпурга
IDS_PROPMOVER_TXT_001189	
IDS_PROPMOVER_TXT_001190	Вальпурга Ужасная
IDS_PROPMOVER_TXT_001191	
IDS_PROPMOVER_TXT_001192	Вальпурга Коварная
IDS_PROPMOVER_TXT_001193	
IDS_PROPMOVER_TXT_001194	Вальпурга Кошмарная
IDS_PROPMOVER_TXT_001195	
IDS_PROPMOVER_TXT_001196	Крошка-йети
IDS_PROPMOVER_TXT_001197	
IDS_PROPMOVER_TXT_001198	Кошмарная чупаката
IDS_PROPMOVER_TXT_001199	
IDS_PROPMOVER_TXT_001200	Кошмарная гарпия
IDS_PROPMOVER_TXT_001201	
IDS_PROPMOVER_TXT_001202	Кошмарный голиах
IDS_PROPMOVER_TXT_001203	
IDS_PROPMOVER_TXT_001204	Кошмарный аспид
IDS_PROPMOVER_TXT_001205	
IDS_PROPMOVER_TXT_001206	Кошмарная карга
IDS_PROPMOVER_TXT_001207	
IDS_PROPMOVER_TXT_001208	Кошмарный птиций
IDS_PROPMOVER_TXT_001209	
IDS_PROPMOVER_TXT_001210	Кошмарный таурон
IDS_PROPMOVER_TXT_001211	
IDS_PROPMOVER_TXT_001212	Кошмарный безднарь
IDS_PROPMOVER_TXT_001213	
IDS_PROPMOVER_TXT_001214	Кошмарный слонций
IDS_PROPMOVER_TXT_001215	
IDS_PROPMOVER_TXT_001216	Кошмарный арахнотрон
IDS_PROPMOVER_TXT_001217	
IDS_PROPMOVER_TXT_001218	Рыцарь 2
IDS_PROPMOVER_TXT_001219	
IDS_PROPMOVER_TXT_001220	Рыцарь 1
IDS_PROPMOVER_TXT_001221	
IDS_PROPMOVER_TXT_001222	Убежденная монархистка
IDS_PROPMOVER_TXT_001223	
IDS_PROPMOVER_TXT_001224	Ледяная дама
IDS_PROPMOVER_TXT_001225	
IDS_PROPMOVER_TXT_001226	Слабый крабстер
IDS_PROPMOVER_TXT_001227	
IDS_PROPMOVER_TXT_001228	Крабстер
IDS_PROPMOVER_TXT_001229	
IDS_PROPMOVER_TXT_001230	Сильный крабстер
IDS_PROPMOVER_TXT_001231	
IDS_PROPMOVER_TXT_001232	Слабый кракен
IDS_PROPMOVER_TXT_001233	
IDS_PROPMOVER_TXT_001234	Кракен
IDS_PROPMOVER_TXT_001235	
IDS_PROPMOVER_TXT_001236	Сильный кракен
IDS_PROPMOVER_TXT_001237	
IDS_PROPMOVER_TXT_001238	Слабый крабер
IDS_PROPMOVER_TXT_001239	
IDS_PROPMOVER_TXT_001240	Крабер
IDS_PROPMOVER_TXT_001241	
IDS_PROPMOVER_TXT_001242	Сильный крабер
IDS_PROPMOVER_TXT_001243	
IDS_PROPMOVER_TXT_001244	Слабая нага
IDS_PROPMOVER_TXT_001245	
IDS_PROPMOVER_TXT_001246	Нага
IDS_PROPMOVER_TXT_001247	
IDS_PROPMOVER_TXT_001248	Сильная нага
IDS_PROPMOVER_TXT_001249	
IDS_PROPMOVER_TXT_001250	Слабый жукобраз
IDS_PROPMOVER_TXT_001251	
IDS_PROPMOVER_TXT_001252	Жукобраз
IDS_PROPMOVER_TXT_001253	
IDS_PROPMOVER_TXT_001254	Сильный жукобраз
IDS_PROPMOVER_TXT_001255	
IDS_PROPMOVER_TXT_001256	Слабый волнобег
IDS_PROPMOVER_TXT_001257	
IDS_PROPMOVER_TXT_001258	Волнобег
IDS_PROPMOVER_TXT_001259	
IDS_PROPMOVER_TXT_001260	Сильный волнобег
IDS_PROPMOVER_TXT_001261	
IDS_PROPMOVER_TXT_001262	Слабая тигра
IDS_PROPMOVER_TXT_001263	
IDS_PROPMOVER_TXT_001264	Тигра
IDS_PROPMOVER_TXT_001265	
IDS_PROPMOVER_TXT_001266	Сильная тигра
IDS_PROPMOVER_TXT_001267	
IDS_PROPMOVER_TXT_001268	Слабый шокунь
IDS_PROPMOVER_TXT_001269	
IDS_PROPMOVER_TXT_001270	Шокунь
IDS_PROPMOVER_TXT_001271	
IDS_PROPMOVER_TXT_001272	Сильный шокунь
IDS_PROPMOVER_TXT_001273	
IDS_PROPMOVER_TXT_001274	Слабый боцбот
IDS_PROPMOVER_TXT_001275	
IDS_PROPMOVER_TXT_001276	Боцбот
IDS_PROPMOVER_TXT_001277	
IDS_PROPMOVER_TXT_001278	Сильный боцбот
IDS_PROPMOVER_TXT_001279	
IDS_PROPMOVER_TXT_001280	Красный радужный клоун
IDS_PROPMOVER_TXT_001281	
IDS_PROPMOVER_TXT_001282	Оранжевый радужный клоун
IDS_PROPMOVER_TXT_001283	
IDS_PROPMOVER_TXT_001284	Желтый радужный клоун
IDS_PROPMOVER_TXT_001285	
IDS_PROPMOVER_TXT_001286	Зеленый радужный клоун
IDS_PROPMOVER_TXT_001287	
IDS_PROPMOVER_TXT_001288	Голубой радужный клоун
IDS_PROPMOVER_TXT_001289	
IDS_PROPMOVER_TXT_001290	Синий радужный клоун
IDS_PROPMOVER_TXT_001291	
IDS_PROPMOVER_TXT_001292	Фиолетовый радужный клоун
IDS_PROPMOVER_TXT_001293	
IDS_PROPMOVER_TXT_001294	Мадам Радуга
IDS_PROPMOVER_TXT_001295	
IDS_PROPMOVER_TXT_001296	
IDS_PROPMOVER_TXT_001297	
IDS_PROPMOVER_TXT_001298	Стражник
IDS_PROPMOVER_TXT_001299	
IDS_PROPMOVER_TXT_001300	Мастер войны Франц
IDS_PROPMOVER_TXT_001301	
IDS_PROPMOVER_TXT_001302	Казначей Пенни
IDS_PROPMOVER_TXT_001303	
IDS_PROPMOVER_TXT_001304	Мастер войны Эрнест
IDS_PROPMOVER_TXT_001305	
IDS_PROPMOVER_TXT_001306	Казначей Анна
IDS_PROPMOVER_TXT_001307	
IDS_PROPMOVER_TXT_001308	Мастер арены Лай
IDS_PROPMOVER_TXT_001309	
IDS_PROPMOVER_TXT_001310	Мэр
IDS_PROPMOVER_TXT_001311	
IDS_PROPMOVER_TXT_001312	Чарли
IDS_PROPMOVER_TXT_001313	
IDS_PROPMOVER_TXT_001314	Снеговичок
IDS_PROPMOVER_TXT_001315	
IDS_PROPMOVER_TXT_001316	Папа-снеговик
IDS_PROPMOVER_TXT_001317	
IDS_PROPMOVER_TXT_001318	Английский бульдог
IDS_PROPMOVER_TXT_001319	
IDS_PROPMOVER_TXT_001320	Маленькое привидение
IDS_PROPMOVER_TXT_001321	
IDS_PROPMOVER_TXT_001322	Маленькая ши-цза
IDS_PROPMOVER_TXT_001323	
IDS_PROPMOVER_TXT_001324	Мудрая сова
IDS_PROPMOVER_TXT_001325	
IDS_PROPMOVER_TXT_001326	Пуговка
IDS_PROPMOVER_TXT_001327	
IDS_PROPMOVER_TXT_001328	Крошка-робот
IDS_PROPMOVER_TXT_001329	
IDS_PROPMOVER_TXT_001330	Крошка-Гром
IDS_PROPMOVER_TXT_001331	
IDS_PROPMOVER_TXT_001332	Крошка-панда
IDS_PROPMOVER_TXT_001333	
IDS_PROPMOVER_TXT_001334	Тигра в красной броне
IDS_PROPMOVER_TXT_001335	
IDS_PROPMOVER_TXT_001336	Тигра в синей броне
IDS_PROPMOVER_TXT_001337	
IDS_PROPMOVER_TXT_001338	Тигра в желтой броне
IDS_PROPMOVER_TXT_001339	
IDS_PROPMOVER_TXT_001340	Слабый кайманч
IDS_PROPMOVER_TXT_001341	
IDS_PROPMOVER_TXT_001342	Кайманч
IDS_PROPMOVER_TXT_001343	
IDS_PROPMOVER_TXT_001344	Сильный кайманч
IDS_PROPMOVER_TXT_001345	
IDS_PROPMOVER_TXT_001346	Гигантский кайманч
IDS_PROPMOVER_TXT_001347	
IDS_PROPMOVER_TXT_001348	Слабая пау-чика
IDS_PROPMOVER_TXT_001349	
IDS_PROPMOVER_TXT_001350	Пау-чика
IDS_PROPMOVER_TXT_001351	
IDS_PROPMOVER_TXT_001352	Сильная пау-чика
IDS_PROPMOVER_TXT_001353	
IDS_PROPMOVER_TXT_001354	Громадная пау-чика
IDS_PROPMOVER_TXT_001355	
IDS_PROPMOVER_TXT_001356	Слабая джабба
IDS_PROPMOVER_TXT_001357	
IDS_PROPMOVER_TXT_001358	Джабба
IDS_PROPMOVER_TXT_001359	
IDS_PROPMOVER_TXT_001360	Сильная джабба
IDS_PROPMOVER_TXT_001361	
IDS_PROPMOVER_TXT_001362	Громадная джабба
IDS_PROPMOVER_TXT_001363	
IDS_PROPMOVER_TXT_001364	Слабый макакуанаку
IDS_PROPMOVER_TXT_001365	
IDS_PROPMOVER_TXT_001366	Макакуанаку
IDS_PROPMOVER_TXT_001367	
IDS_PROPMOVER_TXT_001368	Сильный макакуанаку
IDS_PROPMOVER_TXT_001369	
IDS_PROPMOVER_TXT_001370	Громадный макакуанаку
IDS_PROPMOVER_TXT_001371	
IDS_PROPMOVER_TXT_001372	Слабый Мочи-ка
IDS_PROPMOVER_TXT_001373	
IDS_PROPMOVER_TXT_001374	Мочи-ка
IDS_PROPMOVER_TXT_001375	
IDS_PROPMOVER_TXT_001376	Сильный Мочи-ка
IDS_PROPMOVER_TXT_001377	
IDS_PROPMOVER_TXT_001378	Гигантский Мочи-ка
IDS_PROPMOVER_TXT_001379	
IDS_PROPMOVER_TXT_001380	Слабый мурастанг
IDS_PROPMOVER_TXT_001381	
IDS_PROPMOVER_TXT_001382	Мурастанг
IDS_PROPMOVER_TXT_001383	
IDS_PROPMOVER_TXT_001384	Сильный мурастанг
IDS_PROPMOVER_TXT_001385	
IDS_PROPMOVER_TXT_001386	Громадный мурастанг
IDS_PROPMOVER_TXT_001387	
IDS_PROPMOVER_TXT_001388	Слабая гусен-итца
IDS_PROPMOVER_TXT_001389	
IDS_PROPMOVER_TXT_001390	Гусен-итца
IDS_PROPMOVER_TXT_001391	
IDS_PROPMOVER_TXT_001392	Сильная гусен-итца
IDS_PROPMOVER_TXT_001393	
IDS_PROPMOVER_TXT_001394	Громадная гусен-итца
IDS_PROPMOVER_TXT_001395	
IDS_PROPMOVER_TXT_001396	Слабый крысцаль-рогатль
IDS_PROPMOVER_TXT_001397	
IDS_PROPMOVER_TXT_001398	Крысцаль-рогатль
IDS_PROPMOVER_TXT_001399	
IDS_PROPMOVER_TXT_001400	Сильный крысцаль-рогатль
IDS_PROPMOVER_TXT_001401	
IDS_PROPMOVER_TXT_001402	Громадный крысцаль-рогатль
IDS_PROPMOVER_TXT_001403	
IDS_PROPMOVER_TXT_001404	Гау-вау
IDS_PROPMOVER_TXT_001405	
IDS_PROPMOVER_TXT_001406	Кровосос Вампуцли
IDS_PROPMOVER_TXT_001407	
IDS_PROPMOVER_TXT_001408	Слабый злосчастный мурастанг
IDS_PROPMOVER_TXT_001409	
IDS_PROPMOVER_TXT_001410	Злосчастный мурастанг
IDS_PROPMOVER_TXT_001411	
IDS_PROPMOVER_TXT_001412	Сильный злосчастный мурастанг
IDS_PROPMOVER_TXT_001413	
IDS_PROPMOVER_TXT_001414	Громадный злосчастный мурастанг
IDS_PROPMOVER_TXT_001415	
IDS_PROPMOVER_TXT_001416	Слабая злосчастная гусен-итца
IDS_PROPMOVER_TXT_001417	
IDS_PROPMOVER_TXT_001418	Злосчастная гусен-итца
IDS_PROPMOVER_TXT_001419	
IDS_PROPMOVER_TXT_001420	Сильная злосчастная гусен-итца
IDS_PROPMOVER_TXT_001421	
IDS_PROPMOVER_TXT_001422	Громадная злосчастная гусен-итца
IDS_PROPMOVER_TXT_001423	
IDS_PROPMOVER_TXT_001424	Слабый злосчастный крысцаль-рогатль
IDS_PROPMOVER_TXT_001425	
IDS_PROPMOVER_TXT_001426	Злосчастный крысцаль-рогатль
IDS_PROPMOVER_TXT_001427	
IDS_PROPMOVER_TXT_001428	Сильный злосчастный крысцаль-рогатль
IDS_PROPMOVER_TXT_001429	
IDS_PROPMOVER_TXT_001430	Громадный злосчастный крысцаль-рогатль
IDS_PROPMOVER_TXT_001431	
IDS_PROPMOVER_TXT_001432	Злосчастный гау-вау
IDS_PROPMOVER_TXT_001433	
IDS_PROPMOVER_TXT_001434	Злосчастный кровосос Вампуцли
IDS_PROPMOVER_TXT_001435	
IDS_PROPMOVER_TXT_001436	Мачо Пикча
IDS_PROPMOVER_TXT_001437	
IDS_PROPMOVER_TXT_001438	Люк
IDS_PROPMOVER_TXT_001439	
IDS_PROPMOVER_TXT_001440	Христоф
IDS_PROPMOVER_TXT_001441	
IDS_PROPMOVER_TXT_001442	Ласка
IDS_PROPMOVER_TXT_001443	
IDS_PROPMOVER_TXT_001444	Джон Индиана
IDS_PROPMOVER_TXT_001445	
IDS_PROPMOVER_TXT_001446	Туканчик Томми
IDS_PROPMOVER_TXT_001447	
IDS_PROPMOVER_TXT_001448	Этти
IDS_PROPMOVER_TXT_001449	
IDS_PROPMOVER_TXT_001450	Тонг
IDS_PROPMOVER_TXT_001451	
IDS_PROPMOVER_TXT_001452	Крошка-трансформер
IDS_PROPMOVER_TXT_001453	
IDS_PROPMOVER_TXT_001454	Мисс Вьетнам
IDS_PROPMOVER_TXT_001455	
IDS_PROPMOVER_TXT_001456	Кроллобок
IDS_PROPMOVER_TXT_001457	
IDS_PROPMOVER_TXT_001458	Тилли Порт
IDS_PROPMOVER_TXT_001459	
IDS_PROPMOVER_TXT_001460	Крошка-енот
IDS_PROPMOVER_TXT_001461	
IDS_PROPMOVER_TXT_001462	
IDS_PROPMOVER_TXT_001463	
IDS_PROPMOVER_TXT_001464	Салли Сэйл
IDS_PROPMOVER_TXT_001465	
IDS_PROPMOVER_TXT_001466	Профессор Инесса
IDS_PROPMOVER_TXT_001467	
IDS_PROPMOVER_TXT_001468	Соба-ченца
IDS_PROPMOVER_TXT_001469	
IDS_PROPMOVER_TXT_001470	Покойн-ичек
IDS_PROPMOVER_TXT_001471	
IDS_PROPMOVER_TXT_001472	Охо-чусья
IDS_PROPMOVER_TXT_001473	
IDS_PROPMOVER_TXT_001474	Прори-цатль
IDS_PROPMOVER_TXT_001475	
IDS_PROPMOVER_TXT_001476	Уб-итца
IDS_PROPMOVER_TXT_001477	
IDS_PROPMOVER_TXT_001478	Во-ити
IDS_PROPMOVER_TXT_001479	
IDS_PROPMOVER_TXT_001480	Наазгул
IDS_PROPMOVER_TXT_001481	
IDS_PROPMOVER_TXT_001482	Чирикуа
IDS_PROPMOVER_TXT_001483	
IDS_PROPMOVER_TXT_001484	Жнец
IDS_PROPMOVER_TXT_001485	
IDS_PROPMOVER_TXT_001486	Каратель
IDS_PROPMOVER_TXT_001487	
IDS_PROPMOVER_TXT_001488	Заклинатель костей
IDS_PROPMOVER_TXT_001489	
IDS_PROPMOVER_TXT_001490	Бесплотный жнец
IDS_PROPMOVER_TXT_001491	
IDS_PROPMOVER_TXT_001492	Паладин Покоцаль
IDS_PROPMOVER_TXT_001493	
IDS_PROPMOVER_TXT_001494	Телли Порт
IDS_PROPMOVER_TXT_001495	
IDS_PROPMOVER_TXT_001496	Мини-Санта
IDS_PROPMOVER_TXT_001497	
IDS_PROPMOVER_TXT_001498	Снеговичок
IDS_PROPMOVER_TXT_001499	
IDS_PROPMOVER_TXT_001500	Белла
IDS_PROPMOVER_TXT_001501	
IDS_PROPMOVER_TXT_001502	Лорейн
IDS_PROPMOVER_TXT_001503	
IDS_PROPMOVER_TXT_001504	Маленький гау-вау
IDS_PROPMOVER_TXT_001505	
IDS_PROPMOVER_TXT_001506	Первая пирамида
IDS_PROPMOVER_TXT_001507	
IDS_PROPMOVER_TXT_001508	Вторая пирамида
IDS_PROPMOVER_TXT_001509	
IDS_PROPMOVER_TXT_001510	Третья пирамида
IDS_PROPMOVER_TXT_001511	
IDS_PROPMOVER_TXT_001512	Четвертая пирамида
IDS_PROPMOVER_TXT_001513	
IDS_PROPMOVER_TXT_001514	Пятая пирамида
IDS_PROPMOVER_TXT_001515	
IDS_PROPMOVER_TXT_001516	Шестая пирамида
IDS_PROPMOVER_TXT_001517	
IDS_PROPMOVER_TXT_001518	Очковая кобра
IDS_PROPMOVER_TXT_001519	
IDS_PROPMOVER_TXT_001520	Бабочковая кобра
IDS_PROPMOVER_TXT_001521	
IDS_PROPMOVER_TXT_001522	Енот-полосун
IDS_PROPMOVER_TXT_001523	
IDS_PROPMOVER_TXT_001524	Енот-гвардеец
IDS_PROPMOVER_TXT_001525	
IDS_PROPMOVER_TXT_001526	Дикарь Шер'валы
IDS_PROPMOVER_TXT_001527	
IDS_PROPMOVER_TXT_001528	Шаман Шер'валы
IDS_PROPMOVER_TXT_001529	
IDS_PROPMOVER_TXT_001530	Шер'вала
IDS_PROPMOVER_TXT_001531	
IDS_PROPMOVER_TXT_001532	Зверская очковая кобра
IDS_PROPMOVER_TXT_001533	
IDS_PROPMOVER_TXT_001534	Зверская бабочковая кобра
IDS_PROPMOVER_TXT_001535	
IDS_PROPMOVER_TXT_001536	Зверский енот-полосун
IDS_PROPMOVER_TXT_001537	
IDS_PROPMOVER_TXT_001538	Зверский енот-гвардеец
IDS_PROPMOVER_TXT_001539	
IDS_PROPMOVER_TXT_001540	Зверский дикарь Шер'валы
IDS_PROPMOVER_TXT_001541	
IDS_PROPMOVER_TXT_001542	Зверский шаман Шер'валы
IDS_PROPMOVER_TXT_001543	
IDS_PROPMOVER_TXT_001544	Зверский Шер'вала
IDS_PROPMOVER_TXT_001545	
IDS_PROPMOVER_TXT_001546	Тотем воды
IDS_PROPMOVER_TXT_001547	
IDS_PROPMOVER_TXT_001548	Тотем ветра
IDS_PROPMOVER_TXT_001549	
IDS_PROPMOVER_TXT_001550	Тотем земли
IDS_PROPMOVER_TXT_001551	
IDS_PROPMOVER_TXT_001552	Тотем огня
IDS_PROPMOVER_TXT_001553	
IDS_PROPMOVER_TXT_001554	Фенек Фенрис
IDS_PROPMOVER_TXT_001555	
IDS_PROPMOVER_TXT_001556	Куся
IDS_PROPMOVER_TXT_001557	
IDS_PROPMOVER_TXT_001558	Снежанна
IDS_PROPMOVER_TXT_001559	
IDS_PROPMOVER_TXT_001560	Детектив Коалли
IDS_PROPMOVER_TXT_001561	
IDS_PROPMOVER_TXT_001562	Лепрекон
IDS_PROPMOVER_TXT_001563	
IDS_PROPMOVER_TXT_001564	Чеширский кот
IDS_PROPMOVER_TXT_001565	
IDS_PROPMOVER_TXT_001566	Белый кролик
IDS_PROPMOVER_TXT_001567	
IDS_PROPMOVER_TXT_001568	Снежный барсик
IDS_PROPMOVER_TXT_001569	
IDS_PROPMOVER_TXT_001570	Протомантесума
IDS_PROPMOVER_TXT_001571	
IDS_PROPMOVER_TXT_001572	Черепашка-гладиатор
IDS_PROPMOVER_TXT_001573	
IDS_PROPMOVER_TXT_001574	Черепашка-атлет
IDS_PROPMOVER_TXT_001575	
IDS_PROPMOVER_TXT_001576	Черепашка-ниндзя
IDS_PROPMOVER_TXT_001577	
IDS_PROPMOVER_TXT_001578	Черепашка-фехтовальщик
IDS_PROPMOVER_TXT_001579	
IDS_PROPMOVER_TXT_001580	Черепашка-командор
IDS_PROPMOVER_TXT_001581	
IDS_PROPMOVER_TXT_001582	Шреддер
IDS_PROPMOVER_TXT_001583	
IDS_PROPMOVER_TXT_001584	Мари Лаво
IDS_PROPMOVER_TXT_001585	
IDS_PROPMOVER_TXT_001586	Пти Жан-Петро
IDS_PROPMOVER_TXT_001587	
IDS_PROPMOVER_TXT_001588	Крошка-кроллобок
IDS_PROPMOVER_TXT_001589	
IDS_PROPMOVER_TXT_001590	Мини-Элвис
IDS_PROPMOVER_TXT_001591	
IDS_PROPMOVER_TXT_001592	Мистер Таймс
IDS_PROPMOVER_TXT_001593	
IDS_PROPMOVER_TXT_001594	Нубис
IDS_PROPMOVER_TXT_001595	
IDS_PROPMOVER_TXT_001596	Полупроводник загробного мира
IDS_PROPMOVER_TXT_001597	
IDS_PROPMOVER_TXT_001598	Проводник загробного мира
IDS_PROPMOVER_TXT_001599	
IDS_PROPMOVER_TXT_001600	Беспокойница
IDS_PROPMOVER_TXT_001601	
IDS_PROPMOVER_TXT_001602	Белокурая беспокойница
IDS_PROPMOVER_TXT_001603	
IDS_PROPMOVER_TXT_001604	Иллюменталь
IDS_PROPMOVER_TXT_001605	
IDS_PROPMOVER_TXT_001606	Левеофан
IDS_PROPMOVER_TXT_001607	
IDS_PROPMOVER_TXT_001608	Угончая
IDS_PROPMOVER_TXT_001609	
IDS_PROPMOVER_TXT_001610	Неуклюжая крысомаха
IDS_PROPMOVER_TXT_001611	
IDS_PROPMOVER_TXT_001612	Ловчая крысомаха
IDS_PROPMOVER_TXT_001613	
IDS_PROPMOVER_TXT_001614	Тощая крысомаха
IDS_PROPMOVER_TXT_001615	
IDS_PROPMOVER_TXT_001616	Ученая крысомаха
IDS_PROPMOVER_TXT_001617	
IDS_PROPMOVER_TXT_001618	Рогатая крысомаха
IDS_PROPMOVER_TXT_001619	
IDS_PROPMOVER_TXT_001620	Вождь Бубон
IDS_PROPMOVER_TXT_001621
IDS_PROPMOVER_TXT_001622	Матео дель Торро
IDS_PROPMOVER_TXT_001623	
IDS_PROPMOVER_TXT_001624	Рогалик
IDS_PROPMOVER_TXT_001625	
IDS_PROPMOVER_TXT_001626	Коттиш
IDS_PROPMOVER_TXT_001627	
IDS_PROPMOVER_TXT_001628	Вождь Раджакс
IDS_PROPMOVER_TXT_001629	
IDS_PROPMOVER_TXT_001630	Миоранг
IDS_PROPMOVER_TXT_001631	
IDS_PROPMOVER_TXT_001632	Корниш
IDS_PROPMOVER_TXT_001633	
IDS_PROPMOVER_TXT_001634	Монкс
IDS_PROPMOVER_TXT_001635	
IDS_PROPMOVER_TXT_001636	Мастер войны Канаан
IDS_PROPMOVER_TXT_001637	
IDS_PROPMOVER_TXT_001638	Страж Баст
IDS_PROPMOVER_TXT_001639	
IDS_PROPMOVER_TXT_001640	Ученая Мириун
IDS_PROPMOVER_TXT_001641	
IDS_PROPMOVER_TXT_001642	Манкс
IDS_PROPMOVER_TXT_001643	
IDS_PROPMOVER_TXT_001644	Мэнкс
IDS_PROPMOVER_TXT_001645	
IDS_PROPMOVER_TXT_001646	Мау
IDS_PROPMOVER_TXT_001647	
IDS_PROPMOVER_TXT_001648	Бахира
IDS_PROPMOVER_TXT_001649	
IDS_PROPMOVER_TXT_001650	Шамира
IDS_PROPMOVER_TXT_001651	
IDS_PROPMOVER_TXT_001652	Ракшас
IDS_PROPMOVER_TXT_001653	
IDS_PROPMOVER_TXT_001654	Миярун
IDS_PROPMOVER_TXT_001655	
IDS_PROPMOVER_TXT_001656	Сиам
IDS_PROPMOVER_TXT_001657	
IDS_PROPMOVER_TXT_001658	Больд
IDS_PROPMOVER_TXT_001659	
IDS_PROPMOVER_TXT_001660	Рина
IDS_PROPMOVER_TXT_001661	
IDS_PROPMOVER_TXT_001662	Домовладелец Джейсон
IDS_PROPMOVER_TXT_001663	
IDS_PROPMOVER_TXT_001664	Домовладелица Белла
IDS_PROPMOVER_TXT_001665	
IDS_PROPMOVER_TXT_001666	Джекки Блэк
IDS_PROPMOVER_TXT_001667	
IDS_PROPMOVER_TXT_001668	Визажист Делла Рента
IDS_PROPMOVER_TXT_001669	
IDS_PROPMOVER_TXT_001670	Эдвард-младший
IDS_PROPMOVER_TXT_001671	
IDS_PROPMOVER_TXT_001672	Продавец PvP наград Лас
IDS_PROPMOVER_TXT_001673	
IDS_PROPMOVER_TXT_001674	Иглохвостый дракон
IDS_PROPMOVER_TXT_001675	
IDS_PROPMOVER_TXT_001676	Статуя Левеофана
IDS_PROPMOVER_TXT_001677	
IDS_PROPMOVER_TXT_001678	Оружейница Голди
IDS_PROPMOVER_TXT_001679	
IDS_PROPMOVER_TXT_001680	Ширра
IDS_PROPMOVER_TXT_001681	
IDS_PROPMOVER_TXT_001682	Карл
IDS_PROPMOVER_TXT_001683	
IDS_PROPMOVER_TXT_001684	Аурелия
IDS_PROPMOVER_TXT_001685	
IDS_PROPMOVER_TXT_001686	Крессида
IDS_PROPMOVER_TXT_001687	
IDS_PROPMOVER_TXT_001688	Стэн
IDS_PROPMOVER_TXT_001689	
IDS_PROPMOVER_TXT_001690	Мяугли
IDS_PROPMOVER_TXT_001691	
IDS_PROPMOVER_TXT_001692	Страж-полукровка
IDS_PROPMOVER_TXT_001693	
IDS_PROPMOVER_TXT_001694	Страж-мяур
IDS_PROPMOVER_TXT_001695	
IDS_PROPMOVER_TXT_001696	Гамма
IDS_PROPMOVER_TXT_001697	
IDS_PROPMOVER_TXT_001698	Альфа
IDS_PROPMOVER_TXT_001699	
IDS_PROPMOVER_TXT_001700	Овечка
IDS_PROPMOVER_TXT_001701	
IDS_PROPMOVER_TXT_001702	Нет
IDS_PROPMOVER_TXT_001703	
IDS_PROPMOVER_TXT_001704	Пурра
IDS_PROPMOVER_TXT_001705
IDS_PROPMOVER_TXT_001706	Необычная Миа
IDS_PROPMOVER_TXT_001707	
IDS_PROPMOVER_TXT_001708	Необычная кукла
IDS_PROPMOVER_TXT_001709	
IDS_PROPMOVER_TXT_001710	Необычная Вальпурга
IDS_PROPMOVER_TXT_001711	
IDS_PROPMOVER_TXT_001712	Набивной мешок
IDS_PROPMOVER_TXT_001713	
IDS_PROPMOVER_TXT_001714	Злыдень
IDS_PROPMOVER_TXT_001715	
IDS_PROPMOVER_TXT_001716	Хамелеон
IDS_PROPMOVER_TXT_001717	
IDS_PROPMOVER_TXT_001718	Lichtmeister
IDS_PROPMOVER_TXT_001719	
IDS_PROPMOVER_TXT_001720	Schattenmeister
IDS_PROPMOVER_TXT_001721	
IDS_PROPMOVER_TXT_001722	Домовладелица Лея
IDS_PROPMOVER_TXT_001723
IDS_PROPMOVER_TXT_001724	Домовладелица Триана
IDS_PROPMOVER_TXT_001725	
IDS_PROPMOVER_TXT_001726	
IDS_PROPMOVER_TXT_001727	
IDS_PROPMOVER_TXT_001728	Тал Харрельсон
IDS_PROPMOVER_TXT_001729	
IDS_PROPMOVER_TXT_001730	
IDS_PROPMOVER_TXT_001731	
IDS_PROPMOVER_TXT_001732	
IDS_PROPMOVER_TXT_001733	
IDS_PROPMOVER_TXT_001734	
IDS_PROPMOVER_TXT_001735	
IDS_PROPMOVER_TXT_001736	
IDS_PROPMOVER_TXT_001737	
IDS_PROPMOVER_TXT_001738	
IDS_PROPMOVER_TXT_001739	
IDS_PROPMOVER_TXT_001740	
IDS_PROPMOVER_TXT_001741	
IDS_PROPMOVER_TXT_001742	
IDS_PROPMOVER_TXT_001743	
IDS_PROPMOVER_TXT_001744	
IDS_PROPMOVER_TXT_001745	
IDS_PROPMOVER_TXT_001746	
IDS_PROPMOVER_TXT_001747	
IDS_PROPMOVER_TXT_001748	
IDS_PROPMOVER_TXT_001749	
IDS_PROPMOVER_TXT_001750	
IDS_PROPMOVER_TXT_001751	
IDS_PROPMOVER_TXT_001752	
IDS_PROPMOVER_TXT_001753	
IDS_PROPMOVER_TXT_001754	
IDS_PROPMOVER_TXT_001755	
IDS_PROPMOVER_TXT_001756	
IDS_PROPMOVER_TXT_001757	
IDS_PROPMOVER_TXT_001758	
IDS_PROPMOVER_TXT_001759	
IDS_PROPMOVER_TXT_001760	
